"fed_state","species_cleaned","common_name","rl_cat","species_naturadb"
"Mecklenburg-Vorpommern","Epipactis palustris","Sumpf-Stendelwurz","2","epipactis-palustris"
"Mecklenburg-Vorpommern","Epipactis purpurata","Violette Stendelwurz","1","epipactis-purpurata"
"Mecklenburg-Vorpommern","Epipogium aphyllum","Blattloser Widerbart","1","epipogium-aphyllum"
"Mecklenburg-Vorpommern","Equisetum ramosissimum","Ästiger Schachtelhalm","R","equisetum-ramosissimum"
"Mecklenburg-Vorpommern","Equisetum variegatum","Bunter Schachtelhalm","1","equisetum-variegatum"
"Mecklenburg-Vorpommern","Erica tetralix","Glocken-Heide","2","erica-tetralix"
"Mecklenburg-Vorpommern","Erigeron acris","Scharfes Berufkraut","V","erigeron-acris"
"Mecklenburg-Vorpommern","Eriophorum angustifolium","Schmalblättriges Wollgras","3","eriophorum-angustifolium"
"Mecklenburg-Vorpommern","Eriophorum gracile","Zierliches Wollgras","0","eriophorum-gracile"
"Mecklenburg-Vorpommern","Eriophorum latifolium","Breitblättriges Wollgras","2","eriophorum-latifolium"
"Mecklenburg-Vorpommern","Eriophorum vaginatum","Scheiden-Wollgras","V","eriophorum-vaginatum"
"Mecklenburg-Vorpommern","Eryngium campestre","Feld-Mannstreu","2","eryngium-campestre"
"Mecklenburg-Vorpommern","Eryngium maritimum","Stranddistel","2","eryngium-maritimum"
"Mecklenburg-Vorpommern","Erysimum virgatum","Ruten-Schöterich","1","erysimum-virgatum"
"Mecklenburg-Vorpommern","Euphorbia exigua","Kleine Wolfsmilch","2","euphorbia-exigua"
"Mecklenburg-Vorpommern","Euphorbia palustris","Sumpf-Wolfsmilch","3","euphorbia-palustris"
"Mecklenburg-Vorpommern","Euphorbia x paradoxa","Seltsame Bastard-Wolfsmilch","R","euphorbia-x-paradoxa"
"Mecklenburg-Vorpommern","Euphrasia micrantha","Schlanker Augentrost","0","euphrasia-micrantha"
"Mecklenburg-Vorpommern","Euphrasia nemorosa","Hain-Augentrost","1","euphrasia-nemorosa"
"Mecklenburg-Vorpommern","Euphrasia officinalis ssp. rostkoviana","Großblütiger Gewöhnlicher Augentrost","1","euphrasia-officinalis"
"Mecklenburg-Vorpommern","Euphrasia stricta","Steifer Augentrost","2","euphrasia-stricta"
"Mecklenburg-Vorpommern","Festuca filiformis","Haar-Schwingel","2","festuca-filiformis"
"Mecklenburg-Vorpommern","Festuca heterophylla","Verschiedenblättriger Schwingel","3","festuca-heterophylla"
"Mecklenburg-Vorpommern","Festuca ovina ssp. ovina","Echter Schaf-Schwingel","3","festuca-ovina"
"Mecklenburg-Vorpommern","Festuca polesica","Dünen-Schwingel","V","festuca-polesica"
"Mecklenburg-Vorpommern","Filago arvensis","Acker-Filzkraut","V","filago-arvensis"
"Mecklenburg-Vorpommern","Filago lutescens","Gelbliches Filzkraut","1","filago-lutescens"
"Mecklenburg-Vorpommern","Filago minima","Kleines Filzkraut","3","filago-minima"
"Mecklenburg-Vorpommern","Filago vulgaris","Deutsches Filzkraut","1","filago-vulgaris"
"Mecklenburg-Vorpommern","Filipendula vulgaris","Kleines Mädesüß","3","filipendula-vulgaris"
"Mecklenburg-Vorpommern","Fragaria moschata","Zimt-Erdbeere","3","fragaria-moschata"
"Mecklenburg-Vorpommern","Fragaria viridis","Knack-Erdbeere","3","fragaria-viridis"
"Mecklenburg-Vorpommern","Fritillaria meleagris","Schachblume","1","fritillaria-meleagris"
"Mecklenburg-Vorpommern","Fumaria officinalis ssp. officinalis","Echter Gewöhnlicher Erdrauch","V","fumaria-officinalis"
"Mecklenburg-Vorpommern","Gagea minima","Zwerg-Goldstern","2","gagea-minima"
"Mecklenburg-Vorpommern","Gagea pomeranica","Pommerscher Goldstern","3","gagea-pomeranica"
"Mecklenburg-Vorpommern","Gagea pratensis","Wiesen-Goldstern","V","gagea-pratensis"
"Mecklenburg-Vorpommern","Gagea villosa","Acker-Goldstern","3","gagea-villosa"
"Mecklenburg-Vorpommern","Galanthus elwesii","Großblütiges Schneeglöckchen","R","galanthus-elwesii"
"Mecklenburg-Vorpommern","Galeopsis ladanum","Acker-Hohlzahn","1","galeopsis-ladanum"
"Mecklenburg-Vorpommern","Galeopsis pubescens","Weichhaariger Hohlzahn","2","galeopsis-pubescens"
"Mecklenburg-Vorpommern","Galeopsis segetum","Saat-Hohlzahn","2","galeopsis-segetum"
"Mecklenburg-Vorpommern","Galium boreale","Nordisches Labkraut","2","galium-boreale"
"Mecklenburg-Vorpommern","Galium rotundifolium","Rundblättriges Labkraut","1","galium-rotundifolium"
"Mecklenburg-Vorpommern","Galium spurium ssp.","Kahles Grünblütiges Labkraut","0","galium-spurium"
"Mecklenburg-Vorpommern","Galium spurium ssp.","Hakenfrüchtiges Grünblütiges Labkraut","2","galium-spurium"
"Mecklenburg-Vorpommern","Galium tricornutum","Dreihörniges Labkraut","0","galium-tricornutum"
"Mecklenburg-Vorpommern","Galium uliginosum","Moor-Labkraut","V","galium-uliginosum"
"Mecklenburg-Vorpommern","Genista anglica","Englischer Ginster","1","genista-anglica"
"Mecklenburg-Vorpommern","Genista germanica","Deutscher Ginster","1","genista-germanica"
"Mecklenburg-Vorpommern","Genista pilosa","Behaarter Ginster","2","genista-pilosa"
"Mecklenburg-Vorpommern","Genista tinctoria","Färber-Ginster","2","genista-tinctoria"
"Mecklenburg-Vorpommern","Gentiana cruciata","Kreuz-Enzian","1","gentiana-cruciata"
"Mecklenburg-Vorpommern","Gentiana pneumonanthe","Lungen-Enzian","1","gentiana-pneumonanthe"
"Mecklenburg-Vorpommern","Gentianella baltica","Baltischer Enzian","1","gentianella-baltica"
"Mecklenburg-Vorpommern","Gentianella uliginosa","Sumpf-Enzian","1","gentianella-uliginosa"
"Mecklenburg-Vorpommern","Geranium columbinum","Tauben-Storchschnabel","3","geranium-columbinum"
"Mecklenburg-Vorpommern","Geranium dissectum","Schlitzblättriger Storchschnabel","3","geranium-dissectum"
"Mecklenburg-Vorpommern","Geranium robertianum ssp. maritimum","Küsten-Stink-Storchschnabel","G","geranium-robertianum"
"Mecklenburg-Vorpommern","Geranium sanguineum","Blut-Storchschnabel","1","geranium-sanguineum"
"Mecklenburg-Vorpommern","Geranium sylvaticum","Wald-Storchschnabel","0","geranium-sylvaticum"
"Mecklenburg-Vorpommern","Geum rivale","Bach-Nelkenwurz","V","geum-rivale"
"Mecklenburg-Vorpommern","Goodyera repens","Kriechendes Netzblatt","1","goodyera-repens"
"Mecklenburg-Vorpommern","Gratiola officinalis","Gottes-Gnadenkraut","2","gratiola-officinalis"
"Mecklenburg-Vorpommern","Groenlandia densa","Dichtes Fischkraut","0","groenlandia-densa"
"Mecklenburg-Vorpommern","Gymnadenia conopsea ssp. conopsea","Gewöhnliche Große Händelwurz","0","gymnadenia-conopsea"
"Mecklenburg-Vorpommern","Gymnadenia conopsea ssp. densiflora","Dichtblütige Große Händelwurz","1","gymnadenia-conopsea"
"Mecklenburg-Vorpommern","Gymnocarpium robertianum","Ruprechtsfarn","0","gymnocarpium-robertianum"
"Mecklenburg-Vorpommern","Gypsophila muralis","Acker-Gipskraut","1","gypsophila-muralis"
"Mecklenburg-Vorpommern","Halimione pedunculata","Stielfrüchtige Salzmelde","1","halimione-pedunculata"
"Mecklenburg-Vorpommern","Hammarbya paludosa","Sumpf-Weichwurz","1","hammarbya-paludosa"
"Mecklenburg-Vorpommern","Helianthemum nummularium","Gewöhnliches Sonnenröschen","2","helianthemum-nummularium"
"Mecklenburg-Vorpommern","Helichrysum arenarium","Sand-Strohblume","V","helichrysum-arenarium"
"Mecklenburg-Vorpommern","Helictotrichon pratense","Echter Wiesenhafer","2","helictotrichon-pratense"
"Mecklenburg-Vorpommern","Helictotrichon pubescens","Flaumiger Wiesenhafer","3","helictotrichon-pubescens"
"Mecklenburg-Vorpommern","Helleborus foetidus","Stinkende Nieswurz","R","helleborus-foetidus"
"Mecklenburg-Vorpommern","Helleborus viridis","Grüne Nieswurz","R","helleborus-viridis"
"Mecklenburg-Vorpommern","Hepatica nobilis","Leberblümchen","V","hepatica-nobilis"
"Mecklenburg-Vorpommern","Herminium monorchis","Honigorchis","1","herminium-monorchis"
"Mecklenburg-Vorpommern","Herniaria glabra","Kahles Bruchkraut","V","herniaria-glabra"
"Mecklenburg-Vorpommern","Hieracium aridum","Trockenheitsliebendes Habichtskraut","2","hieracium-aridum"
"Mecklenburg-Vorpommern","Hieracium bauhini ssp. bauhini","Ungarisches Habichtskraut","1","hieracium-bauhini"
"Mecklenburg-Vorpommern","Hieracium bifidum ssp. caesiiflorum","Caesiumblütiges Gabeliges Habichtskraut","R","hieracium-bifidum"
"Mecklenburg-Vorpommern","Hieracium bifidum ssp. schwerinense","Schweriner Gabeliges Habichtskraut","1","hieracium-bifidum"
"Mecklenburg-Vorpommern","Hieracium brachiatum","Gabelästiges Habichtskraut","2","hieracium-brachiatum"
"Mecklenburg-Vorpommern","Hieracium caesium ssp. caesium","Echtes Blaugraues Habichtskraut","R","hieracium-caesium"
"Mecklenburg-Vorpommern","Hieracium caesium ssp. caesiomurorum","Waldhabichtskrautähnliches Blaugraues","R","hieracium-caesium"
"Mecklenburg-Vorpommern","Hieracium caesium ssp. zabelianum","Zabels Blaugraues Habichtskraut","R","hieracium-caesium"
"Mecklenburg-Vorpommern","Hieracium caespitosum ssp. caespitosum","Echtes Wiesen-Habichtskraut","2","hieracium-caespitosum"
"Mecklenburg-Vorpommern","Hieracium cinereiforme","Aschgraues Habichtskraut","1","hieracium-cinereiforme"
"Mecklenburg-Vorpommern","Hieracium cryptocaesium","Caesiumähnliches Habichtskraut","1","hieracium-cryptocaesium"
"Mecklenburg-Vorpommern","Hieracium cymosum ssp. cymosum","Echtes Trugdoldiges Habichtskraut","1","hieracium-cymosum"
"Mecklenburg-Vorpommern","Hieracium cymosum ssp. uplandiae","Uplander Trugdoldiges Habichtskraut","0","hieracium-cymosum"
"Mecklenburg-Vorpommern","Hieracium diaphanoides ssp. diaphanoides","Echtes Durchscheinendes Habichtskraut","R","hieracium-diaphanoides"
"Mecklenburg-Vorpommern","Hieracium diaphanoides ssp. neoornatum","Geschmücktes Durchscheinendes Habichtskraut","R","hieracium-diaphanoides"
"Mecklenburg-Vorpommern","Hieracium echioides","Natternkopf-Habichtskraut","2","hieracium-echioides"
"Mecklenburg-Vorpommern","Hieracium fallax","Täuschendes Habichtskraut","3","hieracium-fallax"
"Mecklenburg-Vorpommern","Hieracium flagellare","Ausläuferreiches Habichtskraut","1","hieracium-flagellare"
"Mecklenburg-Vorpommern","Hieracium fuscocinereum ssp. pycnodon","Dichtzähniges Pfeil-Habichtskraut","R","hieracium-fuscocinereum"
"Mecklenburg-Vorpommern","Hieracium fuscocinereum ssp. sagittatum","Echtes Pfeil-Habichtskraut","R","hieracium-fuscocinereum"
"Mecklenburg-Vorpommern","Hieracium glomeratum","Geknäueltköpfiges Habichtskraut","1","hieracium-glomeratum"
"Mecklenburg-Vorpommern","Hieracium lachenalii ssp. diaphanum","Durchscheinendes Gewöhnliches Habichtskraut","R","hieracium-lachenalii"
"Mecklenburg-Vorpommern","Hieracium lactucella","Öhrchen-Habichtskraut","1","hieracium-lactucella"
"Mecklenburg-Vorpommern","Hieracium laevigatum ssp. boraeanum","Boreaus Glattes Habichtskraut","1","hieracium-laevigatum"
"Mecklenburg-Vorpommern","Hieracium laurinum","Lorbeerartiges Habichtskraut","G","hieracium-laurinum"
"Mecklenburg-Vorpommern","Hieracium longiscapum","Langstängliges Habichtskraut","0","hieracium-longiscapum"
"Mecklenburg-Vorpommern","Hieracium maculatum","Geflecktes Habichtskraut","1","hieracium-maculatum"
"Mecklenburg-Vorpommern","Hieracium murorum ssp. grandidens","Großzähniges Wald-Habichtskraut","R","hieracium-murorum"
"Mecklenburg-Vorpommern","Hieracium murorum ssp. marginelliceps","Kopfrandiges Wald-Habichtskraut","1","hieracium-murorum"
"Mecklenburg-Vorpommern","Hieracium murorum ssp. pediaeum","Ebenen-Wald-Habichtskraut","R","hieracium-murorum"
"Mecklenburg-Vorpommern","Hieracium murorum ssp. pellucidum","Durchscheinendes Wald-Habichtskraut","R","hieracium-murorum"
"Mecklenburg-Vorpommern","Hieracium murorum ssp. rugianum","Rügener Wald-Habichtskraut","R","hieracium-murorum"
"Mecklenburg-Vorpommern","Hieracium murorum ssp. subnemorense","Falsches Hain-Wald-Habichtskraut","R","hieracium-murorum"
"Mecklenburg-Vorpommern","Hieracium piloselloides ssp. obscurum","Dunkles Florentiner Habichtskraut","3","hieracium-piloselloides"
"Mecklenburg-Vorpommern","Hieracium piloselloides ssp.","Hohes Florentiner Habichtskraut","1","hieracium-piloselloides"
"Mecklenburg-Vorpommern","Hieracium prussicum","Preußisches Habichtskraut","0","hieracium-prussicum"
"Mecklenburg-Vorpommern","Hieracium schultesii","Schultes Habichtskraut","0","hieracium-schultesii"
"Mecklenburg-Vorpommern","Hieracium subramosum ssp. basiliare","Schwachverzweigtes Habichtskraut","R","hieracium-subramosum"
"Mecklenburg-Vorpommern","Hieracium subrigidum","Hochwüchsiges Habichtskraut","1","hieracium-subrigidum"
"Mecklenburg-Vorpommern","Hieracium sulphureum","Schwefelgelbes Habichtskraut","0","hieracium-sulphureum"
"Mecklenburg-Vorpommern","Hieracium umbellatum ssp. eurobalticum","Südbaltisches Doldiges Habichtskraut","R","hieracium-umbellatum"
"Mecklenburg-Vorpommern","Hierochloe hirta ssp. arctica","Arktisches Raues Mariengras","0","hierochloe-hirta"
"Mecklenburg-Vorpommern","Hierochloe odorata","Duft-Mariengras","2","hierochloe-odorata"
"Mecklenburg-Vorpommern","Hippuris vulgaris","Tannenwedel","2","hippuris-vulgaris"
"Mecklenburg-Vorpommern","Holosteum umbellatum","Doldige Spurre","3","holosteum-umbellatum"
"Mecklenburg-Vorpommern","Honckenya peploides","Salzmiere","V","honckenya-peploides"
"Mecklenburg-Vorpommern","Hordeum secalinum","Wiesen-Gerste","2","hordeum-secalinum"
"Mecklenburg-Vorpommern","Huperzia selago","Tannen-Teufelsklaue","1","huperzia-selago"
"Mecklenburg-Vorpommern","Hydrocharis morsus-ranae","Froschbiss","V","hydrocharis-morsus-ranae"
"Mecklenburg-Vorpommern","Hydrocotyle vulgaris","Wassernabel","V","hydrocotyle-vulgaris"
"Mecklenburg-Vorpommern","Hyoscyamus niger","Bilsenkraut","2","hyoscyamus-niger"
"Mecklenburg-Vorpommern","Hypericum hirsutum","Behaartes Johanniskraut","1","hypericum-hirsutum"
"Mecklenburg-Vorpommern","Hypericum humifusum","Liegendes Johanniskraut","V","hypericum-humifusum"
"Mecklenburg-Vorpommern","Hypericum maculatum","Kanten-Johanniskraut","3","hypericum-maculatum"
"Mecklenburg-Vorpommern","Hypericum pulchrum","Schönes Johanniskraut","1","hypericum-pulchrum"
"Mecklenburg-Vorpommern","Hypochaeris glabra","Kahles Ferkelkraut","1","hypochaeris-glabra"
"Mecklenburg-Vorpommern","Hypochaeris maculata","Geflecktes Ferkelkraut","1","hypochaeris-maculata"
"Mecklenburg-Vorpommern","Illecebrum verticillatum","Quirlige Knorpelmiere","1","illecebrum-verticillatum"
"Mecklenburg-Vorpommern","Inula britannica","Wiesen-Alant","3","inula-britannica"
"Mecklenburg-Vorpommern","Inula conyza","Dürrwurz-Alant","R","inula-conyza"
"Mecklenburg-Vorpommern","Inula helenium","Echter Alant","R","inula-helenium"
"Mecklenburg-Vorpommern","Inula hirta","Rauhaariger Alant","1","inula-hirta"
"Mecklenburg-Vorpommern","Inula salicina","Weidenblättriger Alant","2","inula-salicina"
"Mecklenburg-Vorpommern","Iris sibirica","Sibirische Schwertlilie","1","iris-sibirica"
"Mecklenburg-Vorpommern","Isatis tinctoria","Färber-Waid","R","isatis-tinctoria"
"Mecklenburg-Vorpommern","Isoëtes lacustris","Gewöhnliches Brachsenkraut","0","isoëtes-lacustris"
"Mecklenburg-Vorpommern","Isolepis setacea","Borstige Schuppensimse","2","isolepis-setacea"
"Mecklenburg-Vorpommern","Jasione montana","Berg-Sandköpfchen","V","jasione-montana"
"Mecklenburg-Vorpommern","Juncus acutiflorus","Spitzblütige Binse","2","juncus-acutiflorus"
"Mecklenburg-Vorpommern","Juncus alpinus","Alpen-Binse","2","juncus-alpinus"
"Mecklenburg-Vorpommern","Juncus anceps","Zweischneidige Binse","1","juncus-anceps"
"Mecklenburg-Vorpommern","Juncus balticus","Baltische Binse","1","juncus-balticus"
"Mecklenburg-Vorpommern","Juncus bulbosus ssp. bulbosus","Gewöhnliche Zwiebel-Binse","2","juncus-bulbosus"
"Mecklenburg-Vorpommern","Juncus bulbosus ssp. kochii","Kochs Zwiebel-Binse","1","juncus-bulbosus"
"Mecklenburg-Vorpommern","Juncus capitatus","Kopf-Binse","0","juncus-capitatus"
"Mecklenburg-Vorpommern","Juncus conglomeratus","Knäuel-Binse","V","juncus-conglomeratus"
"Mecklenburg-Vorpommern","Juncus filiformis","Faden-Binse","1","juncus-filiformis"
"Mecklenburg-Vorpommern","Juncus squarrosus","Sparrige Binse","2","juncus-squarrosus"
"Mecklenburg-Vorpommern","Juncus subnodulosus","Stumpfblütige Binse","3","juncus-subnodulosus"
"Mecklenburg-Vorpommern","Juncus tenageia","Sand-Binse","1","juncus-tenageia"
"Mecklenburg-Vorpommern","Jurinea cyanoides","Silberscharte","1","jurinea-cyanoides"
"Mecklenburg-Vorpommern","Kickxia elatine","Spießblätriges Tännelkraut","1","kickxia-elatine"
"Mecklenburg-Vorpommern","Koeleria glauca","Blaugrünes Schillergras","2","koeleria-glauca"
"Mecklenburg-Vorpommern","Koeleria grandis","Erhabenes Schillergras","1","koeleria-grandis"
"Mecklenburg-Vorpommern","Koeleria macrantha","Zierliches Schillergras","3","koeleria-macrantha"
"Mecklenburg-Vorpommern","Koeleria pyramidata","Großes Schillergras","2","koeleria-pyramidata"
"Mecklenburg-Vorpommern","Lamium confertum","Mittlere Taubnessel","0","lamium-confertum"
"Mecklenburg-Vorpommern","Lamium hybridum","Eingeschnittene Taubnessel","V","lamium-hybridum"
"Mecklenburg-Vorpommern","Lappula squarrosa","Kletten-Igelsame","1","lappula-squarrosa"
"Mecklenburg-Vorpommern","Laserpitium prutenicum","Preußisches Laserkraut","2","laserpitium-prutenicum"
"Mecklenburg-Vorpommern","Lastrea limbosperma","Bergfarn","1","lastrea-limbosperma"
"Mecklenburg-Vorpommern","Lathyrus japonicus","Strand-Platterbse","V","lathyrus-japonicus"
"Mecklenburg-Vorpommern","Lathyrus linifolius","Berg-Platterbse","V","lathyrus-linifolius"
"Mecklenburg-Vorpommern","Lathyrus niger","Schwarze Platterbse","V","lathyrus-niger"
"Mecklenburg-Vorpommern","Lathyrus palustris","Sumpf-Platterbse","3","lathyrus-palustris"
"Mecklenburg-Vorpommern","Lathyrus tuberosus","Knollen-Platterbse","2","lathyrus-tuberosus"
"Mecklenburg-Vorpommern","Ledum palustre","Sumpf-Porst","3","ledum-palustre"
"Mecklenburg-Vorpommern","Leersia oryzoides","Queckenreis","1","leersia-oryzoides"
"Mecklenburg-Vorpommern","Legousia speculum-veneris","Echter Frauenspiegel","0","legousia-speculum-veneris"
"Mecklenburg-Vorpommern","Leontodon hispidus","Rauer Löwenzahn","3","leontodon-hispidus"
"Mecklenburg-Vorpommern","Leontodon saxatilis","Nickender Löwenzahn","3","leontodon-saxatilis"
"Mecklenburg-Vorpommern","Leonurus cardiaca","Löwenschwanz","3","leonurus-cardiaca"
"Mecklenburg-Vorpommern","Leonurus marubiastrum","Katzenschwanz","3","leonurus-marubiastrum"
"Mecklenburg-Vorpommern","Lepidium latifolium","Breitblättrige Kresse","3","lepidium-latifolium"
"Mecklenburg-Vorpommern","Leucanthemum ircutianum","Fettwiesen-Margerite","3","leucanthemum-ircutianum"
"Mecklenburg-Vorpommern","Leucojum vernum","Märzbecher","R","leucojum-vernum"
"Mecklenburg-Vorpommern","Lilium bulbiferum ssp. croceum","Acker-Feuer-Lilie","1","lilium-bulbiferum"
"Mecklenburg-Vorpommern","Lilium martagon","Türkenbund-Lilie","R","lilium-martagon"
"Mecklenburg-Vorpommern","Limonium vulgare","Gewöhnlicher Strandflieder","2","limonium-vulgare"
"Mecklenburg-Vorpommern","Limosella aquatica","Schlammling","3","limosella-aquatica"
"Mecklenburg-Vorpommern","Linaria arvensis","Acker-Leinkraut","0","linaria-arvensis"
"Mecklenburg-Vorpommern","Linnaea borealis","Moosglöckchen","1","linnaea-borealis"
"Mecklenburg-Vorpommern","Linum catharticum","Purgier-Lein","3","linum-catharticum"
"Mecklenburg-Vorpommern","Liparis loeselii","Sumpf-Glanzkraut","2","liparis-loeselii"
"Mecklenburg-Vorpommern","Listera cordata","Kleines Zweiblatt","1","listera-cordata"
"Mecklenburg-Vorpommern","Lithospermum officinale","Echter Steinsame","2","lithospermum-officinale"
"Mecklenburg-Vorpommern","Littorella uniflora","Strandling","1","littorella-uniflora"
"Mecklenburg-Vorpommern","Lobelia dortmanna","Wasser-Lobelie","0","lobelia-dortmanna"
"Mecklenburg-Vorpommern","Lolium remotum","Lein-Lolch","2","lolium-remotum"
"Mecklenburg-Vorpommern","Lolium temulentum","Taumel-Lolch","0","lolium-temulentum"
"Mecklenburg-Vorpommern","Lotus corniculatus","Gewöhnlicher Hornklee","V","lotus-corniculatus"
"Mecklenburg-Vorpommern","Lotus tenuis","Salz-Hornklee","3","lotus-tenuis"
"Mecklenburg-Vorpommern","Luronium natans","Froschkraut","1","luronium-natans"
"Mecklenburg-Vorpommern","Luzula campestris","Feld-Hainsimse","V","luzula-campestris"
"Mecklenburg-Vorpommern","Luzula congesta","Gedrängte Hainsimse","G","luzula-congesta"
"Mecklenburg-Vorpommern","Luzula pallidula","Bleiche Hainsimse","0","luzula-pallidula"
"Mecklenburg-Vorpommern","Lychnis flos-cuculi","Kuckucks-Lichtnelke","3","lychnis-flos-cuculi"
"Mecklenburg-Vorpommern","Lychnis viscaria","Pechnelke","2","lychnis-viscaria"
"Mecklenburg-Vorpommern","Lycopodiella inundata","Moorbärlapp","1","lycopodiella-inundata"
"Mecklenburg-Vorpommern","Lycopodium annotinum","Sprossender Bärlapp","V","lycopodium-annotinum"
"Mecklenburg-Vorpommern","Lycopodium clavatum","Keulen-Bärlapp","1","lycopodium-clavatum"
"Mecklenburg-Vorpommern","Lythrum hyssopifolia","Ysop-Blutweiderich","0","lythrum-hyssopifolia"
"Mecklenburg-Vorpommern","Malaxis monophyllos","Einblatt","0","malaxis-monophyllos"
"Mecklenburg-Vorpommern","Malus sylvestris","Wild-Apfel","3","malus-sylvestris"
"Mecklenburg-Vorpommern","Malva pusilla","Kleinblütige Malve","3","malva-pusilla"
"Mecklenburg-Vorpommern","Marrubium vulgare","Gewöhnlicher Andorn","1","marrubium-vulgare"
"Mecklenburg-Vorpommern","Medicago falcata","Sichel-Luzerne","V","medicago-falcata"
"Mecklenburg-Vorpommern","Medicago minima","Zwerg-Schneckenklee","2","medicago-minima"
"Mecklenburg-Vorpommern","Melampyrum arvense","Acker-Wachtelweizen","2","melampyrum-arvense"
"Mecklenburg-Vorpommern","Melampyrum cristatum","Kamm-Wachtelweizen","1","melampyrum-cristatum"
"Mecklenburg-Vorpommern","Melampyrum nemorosum","Hain-Wachtelweizen","V","melampyrum-nemorosum"
"Mecklenburg-Vorpommern","Melilotus altissimus","Hoher Steinklee","3","melilotus-altissimus"
"Mecklenburg-Vorpommern","Melilotus dentatus","Salz-Steinklee","2","melilotus-dentatus"
"Mecklenburg-Vorpommern","Mentha pulegium","Polei-Minze","0","mentha-pulegium"
"Mecklenburg-Vorpommern","Menyanthes trifoliata","Fieberklee","3","menyanthes-trifoliata"
"Mecklenburg-Vorpommern","Minuartia viscosa","Klebrige Miere","0","minuartia-viscosa"
"Mecklenburg-Vorpommern","Misopates orontium","Feldlöwenmaul","1","misopates-orontium"
"Mecklenburg-Vorpommern","Moneses uniflora","Moosauge","1","moneses-uniflora"
"Mecklenburg-Vorpommern","Montia fontana ssp. amporitana","Mittleres Bach-Quellkraut","0","montia-fontana"
"Mecklenburg-Vorpommern","Montia fontana ssp. chondrosperma","Acker-Bach-Quellkraut","2","montia-fontana"
"Mecklenburg-Vorpommern","Myosotis discolor","Buntes Vergissmeinnicht","2","myosotis-discolor"
"Mecklenburg-Vorpommern","Myosotis sparsiflora","Zerstreutblütiges Vergissmeinnicht","1","myosotis-sparsiflora"
"Mecklenburg-Vorpommern","Myosotis stricta","Sand-Vergißmeinnicht","V","myosotis-stricta"
"Mecklenburg-Vorpommern","Myosurus minimus","Mäuseschwänzchen","V","myosurus-minimus"
"Mecklenburg-Vorpommern","Myrica gale","Gagelstrauch","3","myrica-gale"
"Mecklenburg-Vorpommern","Myriophyllum alterniflorum","Wechselblütiges Tausendblatt","2","myriophyllum-alterniflorum"
"Mecklenburg-Vorpommern","Myriophyllum spicatum","Ähriges Tausendblatt","V","myriophyllum-spicatum"
"Mecklenburg-Vorpommern","Myriophyllum verticillatum","Quirliges Tausendblatt","2","myriophyllum-verticillatum"
"Mecklenburg-Vorpommern","Najas marina ssp.intermedia","Mittleres Nixkraut","2","najas-marina"
"Mecklenburg-Vorpommern","Najas marina ssp. marina","Großes Nixkraut","2","najas-marina"
"Mecklenburg-Vorpommern","Najas minor","Kleines Nixkraut","1","najas-minor"
"Mecklenburg-Vorpommern","Narcissus pseudonarcissus","Gelbe Narzisse","R","narcissus-pseudonarcissus"
"Mecklenburg-Vorpommern","Narcissus poeticus","Weiße Narzisse","R","narcissus-poeticus"
"Mecklenburg-Vorpommern","Nardus stricta","Borstgras","3","nardus-stricta"
"Mecklenburg-Vorpommern","Nasturtium officinale","Gewöhnliche Brunnenkresse","R","nasturtium-officinale"
"Mecklenburg-Vorpommern","Neottia nidus-avis","Vogel-Nestwurz","2","neottia-nidus-avis"
"Mecklenburg-Vorpommern","Nepeta cataria","Echte Katzenminze","1","nepeta-cataria"
"Mecklenburg-Vorpommern","Neslia paniculata","Finkensame","1","neslia-paniculata"
"Mecklenburg-Vorpommern","Nigella arvensis","Acker-Schwarzkümmel","1","nigella-arvensis"
"Mecklenburg-Vorpommern","Nuphar pumila","Zwerg-Teichrose","1","nuphar-pumila"
"Mecklenburg-Vorpommern","Nymphoides peltata","Seekanne","1","nymphoides-peltata"
"Mecklenburg-Vorpommern","Odontites litoralis","Salz-Zahntrost","1","odontites-litoralis"
"Mecklenburg-Vorpommern","Odontites vernus","Acker-Zahntrost","2","odontites-vernus"
"Mecklenburg-Vorpommern","Odontites vulgaris","Gewöhnlicher Zahntrost","3","odontites-vulgaris"
"Mecklenburg-Vorpommern","Oenanthe fistulosa","Röhrige Pferdesaat","2","oenanthe-fistulosa"
"Mecklenburg-Vorpommern","Onobrychis viciifolia","Saat-Esparsette","2","onobrychis-viciifolia"
"Mecklenburg-Vorpommern","Ononis arvensis","Bocks-Hauhechel","0","ononis-arvensis"
"Mecklenburg-Vorpommern","Ononis repens ssp. procurrens","Kriechende Hauhechel","V","ononis-repens"
"Mecklenburg-Vorpommern","Ononis spinosa ssp. spinosa","Gewöhnliche Dornige Hauhechel","3","ononis-spinosa"
"Mecklenburg-Vorpommern","Ophioglossum vulgatum","Gewöhnliche Natternzunge","2","ophioglossum-vulgatum"
"Mecklenburg-Vorpommern","Ophrys apifera","Bienen-Ragwurz","0","ophrys-apifera"
"Mecklenburg-Vorpommern","Ophrys insectifera","Fliegen-Ragwurz","1","ophrys-insectifera"
"Mecklenburg-Vorpommern","Orchis coriophora","Wanzen-Knabenkraut","0","orchis-coriophora"
"Mecklenburg-Vorpommern","Orchis militaris","Helm-Knabenkraut","1","orchis-militaris"
"Mecklenburg-Vorpommern","Orchis morio","Kleines Knabenkraut","1","orchis-morio"
