"fed_state","species_cleaned","common_name","rl_cat","species_naturadb"
"Mecklenburg-Vorpommern","Orchis palustris","Sumpf-Knabenkraut","1","orchis-palustris"
"Mecklenburg-Vorpommern","Orchis purpurea","Purpur-Knabenkraut","R","orchis-purpurea"
"Mecklenburg-Vorpommern","Orchis tridentata","Dreizähniges Knabenkraut","0","orchis-tridentata"
"Mecklenburg-Vorpommern","Origanum vulgare","Gewöhnlicher Dost","V","origanum-vulgare"
"Mecklenburg-Vorpommern","Orobanche alba","Quendel-Sommerwurz","0","orobanche-alba"
"Mecklenburg-Vorpommern","Orobanche alsatica ssp. libanotides","Bartlings Sommerwurz","1","orobanche-alsatica"
"Mecklenburg-Vorpommern","Orobanche arenaria","Sand-Sommerwurz","1","orobanche-arenaria"
"Mecklenburg-Vorpommern","Orobanche bohemica","Böhmische Sommerwurz","1","orobanche-bohemica"
"Mecklenburg-Vorpommern","Orobanche caryophyllacea","Nelken-Sommerwurz","2","orobanche-caryophyllacea"
"Mecklenburg-Vorpommern","Orobanche elatior","Große Sommerwurz","R","orobanche-elatior"
"Mecklenburg-Vorpommern","Orobanche picridis","Bitterkraut-Sommerwurz","1","orobanche-picridis"
"Mecklenburg-Vorpommern","Orobanche purpurea","Violette Sommerwurz","2","orobanche-purpurea"
"Mecklenburg-Vorpommern","Orobanche ramosa","Ästige Sommerwurz","0","orobanche-ramosa"
"Mecklenburg-Vorpommern","Orobanche reticulata","Distel-Sommerwurz","1","orobanche-reticulata"
"Mecklenburg-Vorpommern","Orthilia secunda","Birngrün","3","orthilia-secunda"
"Mecklenburg-Vorpommern","Osmunda regalis","Königsfarn","2","osmunda-regalis"
"Mecklenburg-Vorpommern","Panicum riparium","Ufer-Hirse","R","panicum-riparium"
"Mecklenburg-Vorpommern","Papaver argemone","Sand-Mohn","V","papaver-argemone"
"Mecklenburg-Vorpommern","Papaver dubium","Saat-Mohn","V","papaver-dubium"
"Mecklenburg-Vorpommern","Parapholis strigosa","Gekrümmter Dünnschwanz","2","parapholis-strigosa"
"Mecklenburg-Vorpommern","Parietaria officinalis","Aufrechtes Glaskraut","2","parietaria-officinalis"
"Mecklenburg-Vorpommern","Parnassia palustris","Sumpf-Herzblatt","2","parnassia-palustris"
"Mecklenburg-Vorpommern","Pedicularis palustris ssp. opsiantha","Schmalblättriges Sumpf-Läusekraut","0","pedicularis-palustris"
"Mecklenburg-Vorpommern","Pedicularis palustris ssp. palustris","Gewöhnliches Sumpf-Läusekraut","2","pedicularis-palustris"
"Mecklenburg-Vorpommern","Pedicularis sceptrum-carolinum","Karlszepter","0","pedicularis-sceptrum-carolinum"
"Mecklenburg-Vorpommern","Pedicularis sylvatica","Wald-Läusekraut","1","pedicularis-sylvatica"
"Mecklenburg-Vorpommern","Peplis portula","Sumpfquendel","3","peplis-portula"
"Mecklenburg-Vorpommern","Petasites albus","Weiße Pestwurz","R","petasites-albus"
"Mecklenburg-Vorpommern","Peucedanum cervaria","Hirschwurz","1","peucedanum-cervaria"
"Mecklenburg-Vorpommern","Phleum arenarium","Sand-Lieschgras","2","phleum-arenarium"
"Mecklenburg-Vorpommern","Phleum phleoides","Steppen-Lieschgras","3","phleum-phleoides"
"Mecklenburg-Vorpommern","Phyllitis scolopendrium","Hirschzunge","R","phyllitis-scolopendrium"
"Mecklenburg-Vorpommern","Pilularia globulifera","Pillenfarn","1","pilularia-globulifera"
"Mecklenburg-Vorpommern","Pimpinella major ssp. major","Große Pimpinelle","V","pimpinella-major"
"Mecklenburg-Vorpommern","Pimpinella nigra","Schwarze Pimpinelle","3","pimpinella-nigra"
"Mecklenburg-Vorpommern","Pimpinella saxifraga","Kleine Pimpinelle","V","pimpinella-saxifraga"
"Mecklenburg-Vorpommern","Pinguicula vulgaris","Echtes Fettkraut","2","pinguicula-vulgaris"
"Mecklenburg-Vorpommern","Plantago arenaria","Sand-Wegerich","1","plantago-arenaria"
"Mecklenburg-Vorpommern","Plantago coronopus","Krähenfuß-Wegerich","3","plantago-coronopus"
"Mecklenburg-Vorpommern","Plantago maritima","Strand-Wegerich","3","plantago-maritima"
"Mecklenburg-Vorpommern","Plantago media","Mittlerer Wegerich","3","plantago-media"
"Mecklenburg-Vorpommern","Platanthera bifolia","Weiße Waldhyazinthe","1","platanthera-bifolia"
"Mecklenburg-Vorpommern","Poa bulbosa","Zwiebel-Rispengras","1","poa-bulbosa"
"Mecklenburg-Vorpommern","Polemonium caeruleum","Blaue Himmelsleiter","1","polemonium-caeruleum"
"Mecklenburg-Vorpommern","Polycnemum arvense","Acker-Knorpelkraut","0","polycnemum-arvense"
"Mecklenburg-Vorpommern","Polygala amarella","Sumpf-Kreuzblümchen","1","polygala-amarella"
"Mecklenburg-Vorpommern","Polygala comosa","Schopf-Kreuzblümchen","1","polygala-comosa"
"Mecklenburg-Vorpommern","Polygala serpyllifolia","Quendelblättriges Kreuzblümchen","0","polygala-serpyllifolia"
"Mecklenburg-Vorpommern","Polygala vulgaris ssp. oxyptera","Spitzflügeliges Kreuzblümchen","1","polygala-vulgaris"
"Mecklenburg-Vorpommern","Polygala vulgaris ssp. vulgaris","Gewöhnliches Kreuzblümchen","2","polygala-vulgaris"
"Mecklenburg-Vorpommern","Polygonatum verticillatum","Quirl- Weißwurz","0","polygonatum-verticillatum"
"Mecklenburg-Vorpommern","Persicaria lapathifolia ssp. brittingeri","Fluß-Ampfer-Knöterich","R","persicaria-lapathifolia"
"Mecklenburg-Vorpommern","Polygonum oxyspermum ssp. oxyspermum","Strand-Vogelknöterich","0","polygonum-oxyspermum"
"Mecklenburg-Vorpommern","Polystichum aculeatum","Dorniger Schildfarn","0","polystichum-aculeatum"
"Mecklenburg-Vorpommern","Populus nigra","Schwarz-Pappel","1","populus-nigra"
"Mecklenburg-Vorpommern","Portulaca oleracea ssp. oleracea","Wilder Portulak","R","portulaca-oleracea"
"Mecklenburg-Vorpommern","Potamogeton acutifolius","Spitzblättriges Laichkraut","2","potamogeton-acutifolius"
"Mecklenburg-Vorpommern","Potamogeton alpinus","Alpen-Laichkraut","3","potamogeton-alpinus"
"Mecklenburg-Vorpommern","Potamogeton x angustifolius","Schmalblättriges Laichkraut","1","potamogeton-x-angustifolius"
"Mecklenburg-Vorpommern","Potamogeton berchtoldii","Berchtolds Laichkraut","3","potamogeton-berchtoldii"
"Mecklenburg-Vorpommern","Potamogeton coloratus","Gefärbtes Laichkraut","0","potamogeton-coloratus"
"Mecklenburg-Vorpommern","Potamogeton compressus","Flachstängliges Laichkraut","2","potamogeton-compressus"
"Mecklenburg-Vorpommern","Potamogeton filiformis","Faden-Laichkraut","1","potamogeton-filiformis"
"Mecklenburg-Vorpommern","Potamogeton friesii","Stachelspitziges Laichkraut","2","potamogeton-friesii"
"Mecklenburg-Vorpommern","Potamogeton gramineus","Gras-Laichkraut","2","potamogeton-gramineus"
"Mecklenburg-Vorpommern","Potamogeton nodosus","Knoten-Laichkraut","0","potamogeton-nodosus"
"Mecklenburg-Vorpommern","Potamogeton obtusifolius","Stumpfblättriges Laichkraut","2","potamogeton-obtusifolius"
"Mecklenburg-Vorpommern","Potamogeton polygonifolius","Knöterich-Laichkraut","1","potamogeton-polygonifolius"
"Mecklenburg-Vorpommern","Potamogeton praelongus","Gestrecktes Laichkraut","2","potamogeton-praelongus"
"Mecklenburg-Vorpommern","Potamogeton pusillus","Zwerg-Laichkraut","3","potamogeton-pusillus"
"Mecklenburg-Vorpommern","Potamogeton rutilus","Rötliches Laichkraut","0","potamogeton-rutilus"
"Mecklenburg-Vorpommern","Potamogeton trichoides","Haarblättriges Laichkraut","2","potamogeton-trichoides"
"Mecklenburg-Vorpommern","Potamogeton x nitens","Glanz-Laichkraut","1","potamogeton-x-nitens"
"Mecklenburg-Vorpommern","Potamogeton x salicifolius","Weidenblättriges Laichkraut","R","potamogeton-x-salicifolius"
"Mecklenburg-Vorpommern","Potentilla alba","Weißes Fingerkraut","1","potentilla-alba"
"Mecklenburg-Vorpommern","Potentilla erecta","Blutwurz","V","potentilla-erecta"
"Mecklenburg-Vorpommern","Potentilla heptaphylla","Rötliches Fingerkraut","3","potentilla-heptaphylla"
"Mecklenburg-Vorpommern","Potentilla incana","Sand-Fingerkraut","2","potentilla-incana"
"Mecklenburg-Vorpommern","Potentilla inclinata","Graues Fingerkraut","1","potentilla-inclinata"
"Mecklenburg-Vorpommern","Potentilla norvegica","Norwegisches Fingerkraut","1","potentilla-norvegica"
"Mecklenburg-Vorpommern","Potentilla palustris","Blutauge","3","potentilla-palustris"
"Mecklenburg-Vorpommern","Potentilla recta","Aufrechtes Fingerkraut","2","potentilla-recta"
"Mecklenburg-Vorpommern","Potentilla sterilis","Erdbeer-Fingerkraut","2","potentilla-sterilis"
"Mecklenburg-Vorpommern","Potentilla supina","Niedriges Fingerkraut","1","potentilla-supina"
"Mecklenburg-Vorpommern","Potentilla tabernaemontani","Frühlings-Fingerkraut","2","potentilla-tabernaemontani"
"Mecklenburg-Vorpommern","Potentilla wismariensis","Wismarer Hügelfingerkraut","1","potentilla-wismariensis"
"Mecklenburg-Vorpommern","Primula farinosa","Mehl-Primel","1","primula-farinosa"
"Mecklenburg-Vorpommern","Primula veris","Wiesen-Primel","V","primula-veris"
"Mecklenburg-Vorpommern","Primula vulgaris","Schaftlose Primel","0","primula-vulgaris"
"Mecklenburg-Vorpommern","Prunella grandiflora","Großblütige Braunelle","1","prunella-grandiflora"
"Mecklenburg-Vorpommern","Prunella laciniata","Weiße Braunelle","1","prunella-laciniata"
"Mecklenburg-Vorpommern","Pseudofumaria lutea","Gelber Lerchensprorn","R","pseudofumaria-lutea"
"Mecklenburg-Vorpommern","Pseudognaphalium luteoalbum","Scheinruhrkraut","1","pseudognaphalium-luteoalbum"
"Mecklenburg-Vorpommern","Pseudolysimachion longifolium","Langblättriger Blauweiderich","3","pseudolysimachion-longifolium"
"Mecklenburg-Vorpommern","Pseudolysimachion spicatum","Ähren-Blauweiderich","3","pseudolysimachion-spicatum"
"Mecklenburg-Vorpommern","Puccinellia capillaris","Haar-Salzschwaden","2","puccinellia-capillaris"
"Mecklenburg-Vorpommern","Pulicaria dysenterica","Großes Flohkraut","2","pulicaria-dysenterica"
"Mecklenburg-Vorpommern","Pulicaria vulgaris","Kleines Flohkraut","3","pulicaria-vulgaris"
"Mecklenburg-Vorpommern","Pulmonaria angustifolia","Schmalblättriges Lungenkraut","0","pulmonaria-angustifolia"
"Mecklenburg-Vorpommern","Pulsatilla pratensis","Wiesen-Kuhschelle","2","pulsatilla-pratensis"
"Mecklenburg-Vorpommern","Pulsatilla vernalis","Frühlings-Kuhschelle","0","pulsatilla-vernalis"
"Mecklenburg-Vorpommern","Pulsatilla vulgaris","Gewöhnliche Kuhschelle","1","pulsatilla-vulgaris"
"Mecklenburg-Vorpommern","Puschkinia scilloides","Puschkinie","R","puschkinia-scilloides"
"Mecklenburg-Vorpommern","Pyrola chlorantha","Grünblütiges Wintergrün","2","pyrola-chlorantha"
"Mecklenburg-Vorpommern","Pyrola media","Mittleres Wintergrün","0","pyrola-media"
"Mecklenburg-Vorpommern","Pyrola minor","Kleines Wintergrün","V","pyrola-minor"
"Mecklenburg-Vorpommern","Pyrola rotundifolia","Rundblättriges Wintergrün","2","pyrola-rotundifolia"
"Mecklenburg-Vorpommern","Pyrus pyraster","Wild-Birne","3","pyrus-pyraster"
"Mecklenburg-Vorpommern","Radiola linoides","Zwerg-Lein","1","radiola-linoides"
"Mecklenburg-Vorpommern","Ranunculus aquatilis","Gewöhnlicher Wasserhahnenfuß","3","ranunculus-aquatilis"
"Mecklenburg-Vorpommern","Ranunculus arvensis","Acker-Hahnenfuß","1","ranunculus-arvensis"
"Mecklenburg-Vorpommern","Ranunculus auricomus","Artengruppe Goldschopf-Hahnenfuß","V","ranunculus-auricomus"
"Mecklenburg-Vorpommern","Ranunculus flammula","Brennender Hahnenfuß","V","ranunculus-flammula"
"Mecklenburg-Vorpommern","Ranunculus hederaceus","Efeublättriger Wasserhahnenfuß","0","ranunculus-hederaceus"
"Mecklenburg-Vorpommern","Ranunculus lingua","Zungen-Hahnenfuß","3","ranunculus-lingua"
"Mecklenburg-Vorpommern","Ranunculus peltatus ssp. baudotii","Salz-Wasserhahnenfuß","3","ranunculus-peltatus"
"Mecklenburg-Vorpommern","Ranunculus peltatus ssp. peltatus","Schild-Wasserhahnenfuß","3","ranunculus-peltatus"
"Mecklenburg-Vorpommern","Ranunculus penicillatus","Pinselblättriger Wasserhahnenfuß","2","ranunculus-penicillatus"
"Mecklenburg-Vorpommern","Ranunculus polyanthemos","Vielblütiger Hahnenfuß","1","ranunculus-polyanthemos"
"Mecklenburg-Vorpommern","Ranunculus reptans","Ufer-Hahnenfuß","1","ranunculus-reptans"
"Mecklenburg-Vorpommern","Ranunculus sardous","Rauer Hahnenfuß","2","ranunculus-sardous"
"Mecklenburg-Vorpommern","Ranunculus trichophyllus ssp. trichophyllus","Haarblättriger Wasserhahnnenfuß","2","ranunculus-trichophyllus"
"Mecklenburg-Vorpommern","Raphanus raphanistrum","Hederich","V","raphanus-raphanistrum"
"Mecklenburg-Vorpommern","Rhinanthus angustifolius ssp. arenarius","Sand-Klappertopf","0","rhinanthus-angustifolius"
"Mecklenburg-Vorpommern","Rhinanthus angustifolius ssp. grandiflorus","Großblütiger Klappertopf","2","rhinanthus-angustifolius"
"Mecklenburg-Vorpommern","Rhinanthus angustifolius ssp. halophilus","Salzwiesen-Klappertopf","1","rhinanthus-angustifolius"
"Mecklenburg-Vorpommern","Rhinanthus minor","Kleiner Klappertopf","1","rhinanthus-minor"
"Mecklenburg-Vorpommern","Rhynchospora alba","Weißes Schnabelried","2","rhynchospora-alba"
"Mecklenburg-Vorpommern","Rhynchospora fusca","Braunes Schnabelried","1","rhynchospora-fusca"
"Mecklenburg-Vorpommern","Ribes spicatum","Ährige Johannisbeere","R","ribes-spicatum"
"Mecklenburg-Vorpommern","Rosa caesia","Lederblättrige Rose","3","rosa-caesia"
"Mecklenburg-Vorpommern","Rosa columnifera","Säulengrifflige Weinrose","3","rosa-columnifera"
"Mecklenburg-Vorpommern","Rosa elliptica","Keilblättrige Rose","2","rosa-elliptica"
"Mecklenburg-Vorpommern","Rosa inodora","Duftarme Rose","3","rosa-inodora"
"Mecklenburg-Vorpommern","Rosa micrantha","Kleinblütige Rose","2","rosa-micrantha"
"Mecklenburg-Vorpommern","Rosa mollis","Weiche Rose","R","rosa-mollis"
"Mecklenburg-Vorpommern","Rosa pseudoscabriuscula","Falsche Filzrose","3","rosa-pseudoscabriuscula"
"Mecklenburg-Vorpommern","Rosa spinosissima","Bibernellblättrige Rose","R","rosa-spinosissima"
"Mecklenburg-Vorpommern","Rosa tomentella","Flaum-Rose","3","rosa-tomentella"
"Mecklenburg-Vorpommern","Rosa x alba","Weiße Rose","R","rosa-x-alba"
"Mecklenburg-Vorpommern","Rubus bifrons","Zweifarbige Brombeere","R","rubus-bifrons"
"Mecklenburg-Vorpommern","Rubus cardiophyllus","Herzblättrige Brombeere","1","rubus-cardiophyllus"
"Mecklenburg-Vorpommern","Rubus chloocladus","Grünästige Brombeere","R","rubus-chloocladus"
"Mecklenburg-Vorpommern","Rubus cimbricus","Cimbrische Brombeere","R","rubus-cimbricus"
"Mecklenburg-Vorpommern","Rubus darssensis","Darßer Haselblattbrombeere","R","rubus-darssensis"
"Mecklenburg-Vorpommern","Rubus egregius","Ausgezeichnete Brombeere","R","rubus-egregius"
"Mecklenburg-Vorpommern","Rubus egregiusculus","Ausgezeichnete Haselblattbrombeere","1","rubus-egregiusculus"
"Mecklenburg-Vorpommern","Rubus flexuosus","Zickzackachsige Brombeere","R","rubus-flexuosus"
"Mecklenburg-Vorpommern","Rubus glauciformis","Blaugrüne Haselblattbombeere","1","rubus-glauciformis"
"Mecklenburg-Vorpommern","Rubus hallandicus","Halland-Haselblattbrombeere","R","rubus-hallandicus"
"Mecklenburg-Vorpommern","Rubus koehleri","Köhlers Brombeere","R","rubus-koehleri"
"Mecklenburg-Vorpommern","Rubus lobatidens","Lappenzähnige Haselblattbrombeere","R","rubus-lobatidens"
"Mecklenburg-Vorpommern","Rubus luminosus","Lichtgrüne Haselblattbrombeere","R","rubus-luminosus"
"Mecklenburg-Vorpommern","Rubus macranthelos","Großspirrige Brombeere","1","rubus-macranthelos"
"Mecklenburg-Vorpommern","Rubus macrophyllus","Großblättrige Brombeere","1","rubus-macrophyllus"
"Mecklenburg-Vorpommern","Rubus macrothyrsus","Schmalsträußige Brombeere","R","rubus-macrothyrsus"
"Mecklenburg-Vorpommern","Rubus maximus","Größte Haselblattbrombeere","1","rubus-maximus"
"Mecklenburg-Vorpommern","Rubus odoratus","Zimt-Himbeere","R","rubus-odoratus"
"Mecklenburg-Vorpommern","Rubus opacus","Dunkle Brombeere","R","rubus-opacus"
"Mecklenburg-Vorpommern","Rubus orthostachys","Gradachsige Haselblattbombeere","R","rubus-orthostachys"
"Mecklenburg-Vorpommern","Rubus pervirescens","Grünliche Brombeere","R","rubus-pervirescens"
"Mecklenburg-Vorpommern","Rubus platyacanthus","Breitstachlige Brombeere","R","rubus-platyacanthus"
"Mecklenburg-Vorpommern","Rubus saxatilis","Steinbeere","V","rubus-saxatilis"
"Mecklenburg-Vorpommern","Rubus schlechtendalii","Schlechtendals Brombeere","R","rubus-schlechtendalii"
"Mecklenburg-Vorpommern","Rubus scissus","Eingeschnittene Brombeere","0","rubus-scissus"
"Mecklenburg-Vorpommern","Rubus siekensis","Kegelstrauß-Brombeere","R","rubus-siekensis"
"Mecklenburg-Vorpommern","Rubus stormanicus","Stormaner Brombeere","1","rubus-stormanicus"
"Mecklenburg-Vorpommern","Rubus tiliaster","Lindenblättrige Haselblattbrombeere","1","rubus-tiliaster"
"Mecklenburg-Vorpommern","Rubus vigorosus","Üppige Brombeere","R","rubus-vigorosus"
"Mecklenburg-Vorpommern","Rubus vulgaris","Gewöhnliche Brombeere","R","rubus-vulgaris"
"Mecklenburg-Vorpommern","Rumex aquaticus","Wasser-Ampfer","2","rumex-aquaticus"
"Mecklenburg-Vorpommern","Rumex palustris","Sumpf-Ampfer","V","rumex-palustris"
"Mecklenburg-Vorpommern","Sagina apetala","Wimper-Mastkraut","1","sagina-apetala"
"Mecklenburg-Vorpommern","Sagina maritima","Strand-Mastkraut","2","sagina-maritima"
"Mecklenburg-Vorpommern","Sagina micropetala","Aufrechtes Mastkraut","2","sagina-micropetala"
"Mecklenburg-Vorpommern","Sagina nodosa","Knotiges Mastkraut","2","sagina-nodosa"
"Mecklenburg-Vorpommern","Salicornia europaea ssp. europaea","Gewöhnlicher Queller","3","salicornia-europaea"
"Mecklenburg-Vorpommern","Salix daphnoides var. pomeranica","Reif-Weide","R","salix-daphnoides"
"Mecklenburg-Vorpommern","Salix myrsinifolia","Schwarz-Weide","0","salix-myrsinifolia"
"Mecklenburg-Vorpommern","Salix purpurea","Purpur-Weide","3","salix-purpurea"
"Mecklenburg-Vorpommern","Salix repens ssp. dunensis","Dünen-Kriech-Weide","3","salix-repens"
"Mecklenburg-Vorpommern","Salix repens ssp. repens","Echte Kriech-Weide","3","salix-repens"
"Mecklenburg-Vorpommern","Salix rosmarinifolia","Rosmarin-Weide","2","salix-rosmarinifolia"
"Mecklenburg-Vorpommern","Salsola kali ssp. kali","Küsten-Kali-Salzkraut","3","salsola-kali"
"Mecklenburg-Vorpommern","Salvia nemorosa","Steppen-Salbei","1","salvia-nemorosa"
"Mecklenburg-Vorpommern","Salvia pratensis","Wiesen-Salbei","3","salvia-pratensis"
"Mecklenburg-Vorpommern","Salvia verticillata","Quirl-Salbei","1","salvia-verticillata"
"Mecklenburg-Vorpommern","Sambucus ebulus","Zwerg-Holunder","R","sambucus-ebulus"
"Mecklenburg-Vorpommern","Samolus valerandi","Salzbunge","V","samolus-valerandi"
"Mecklenburg-Vorpommern","Sanguisorba minor ssp. minor","Gewöhnlicher Kleiner Wiesenknopf","3","sanguisorba-minor"
"Mecklenburg-Vorpommern","Sanguisorba officinalis","Großer Wiesenknopf","2","sanguisorba-officinalis"
"Mecklenburg-Vorpommern","Saxifraga granulata","Körnchen-Steinbrech","3","saxifraga-granulata"
"Mecklenburg-Vorpommern","Saxifraga hirculus","Moor-Steinbrech","0","saxifraga-hirculus"
"Mecklenburg-Vorpommern","Saxifraga tridactylites","Finger-Steinbrech","V","saxifraga-tridactylites"
"Mecklenburg-Vorpommern","Scabiosa canescens","Graue Skabiose","0","scabiosa-canescens"
"Mecklenburg-Vorpommern","Scabiosa columbaria","Tauben-Skabiose","3","scabiosa-columbaria"
"Mecklenburg-Vorpommern","Scandix pecten-veneris","Gewöhnlicher Nadelkerbel","1","scandix-pecten-veneris"
"Mecklenburg-Vorpommern","Scheuchzeria palustris","Blasenbinse","2","scheuchzeria-palustris"
"Mecklenburg-Vorpommern","Schoenoplectus pungens","Amerikanische Teichsimse","R","schoenoplectus-pungens"
"Mecklenburg-Vorpommern","Schoenus ferrugineus","Rostrotes Kopfried","1","schoenus-ferrugineus"
"Mecklenburg-Vorpommern","Schoenus nigricans","Schwarzes Kopfried","1","schoenus-nigricans"
"Mecklenburg-Vorpommern","Scirpus radicans","Wurzelnde Simse","0","scirpus-radicans"
"Mecklenburg-Vorpommern","Scleranthus annuus","Einjähriger Knäuel","V","scleranthus-annuus"
"Mecklenburg-Vorpommern","Scleranthus perennis","Ausdauernder Knäuel","V","scleranthus-perennis"
"Mecklenburg-Vorpommern","Scleranthus polycarpos","Triften-Knäuel","3","scleranthus-polycarpos"
"Mecklenburg-Vorpommern","Scolochloa festucacea","Schwingelschilf","1","scolochloa-festucacea"
"Mecklenburg-Vorpommern","Scopolia carniolica","Krainer Tollkraut","1","scopolia-carniolica"
