Bundesland,Wissenschaftlicher Name,Gefährdung,NaturaDB
Baden-Württemberg,Salix elaeagnos,V,not in naturadb
Baden-Württemberg,Salvinia natans,1,not in naturadb
Baden-Württemberg,Samolus valerandi,3,not in naturadb
Baden-Württemberg,Saxifraga hirculus,0,not in naturadb
Baden-Württemberg,Saxifraga mutata,R,not in naturadb
Baden-Württemberg,Saxifraga rosacea,3,not in naturadb
Baden-Württemberg,Saxifraga stellaris ssp. robusta,3,not in naturadb
Baden-Württemberg,Scheuchzeria palustris,2,not in naturadb
Baden-Württemberg,Schoenoplectus x carinatus,1,not in naturadb
Baden-Württemberg,Schoenoplectus mucronatus,0,not in naturadb
Baden-Württemberg,Schoenoplectus supinus,2,not in naturadb
Baden-Württemberg,Schoenoplectus triqueter,1,not in naturadb
Baden-Württemberg,Schoenus ferrugineus,3,not in naturadb
Baden-Württemberg,Schoenus x intermedius,G,not in naturadb
Baden-Württemberg,Scirpus radicans,1,not in naturadb
Baden-Württemberg,Sclerochloa dura,2,not in naturadb
Baden-Württemberg,Scorzonera laciniata,1,not in naturadb
Baden-Württemberg,Sedum annuum,2,not in naturadb
Baden-Württemberg,Sedum rubens,0,not in naturadb
Baden-Württemberg,Sedum villosum,1,not in naturadb
Baden-Württemberg,Selaginella helvetica,0,not in naturadb
Baden-Württemberg,Selaginella selaginoides,3,not in naturadb
Baden-Württemberg,Selinum venosum,1,not in naturadb
Baden-Württemberg,Sempervivum x barbulatum,R,not in naturadb
Baden-Württemberg,Senecio cordatus,V,not in naturadb
Baden-Württemberg,Silene conica,2,not in naturadb
Baden-Württemberg,Silene gallica,1,not in naturadb
Baden-Württemberg,Silene linicola,0,not in naturadb
Baden-Württemberg,Sisymbrium austriacum,V,not in naturadb
Baden-Württemberg,Soldanella alpina,3,not in naturadb
Baden-Württemberg,Sparganium angustifolium,1,not in naturadb
Baden-Württemberg,Sparganium natans,2,not in naturadb
Baden-Württemberg,Spergula morisonii,2,not in naturadb
Baden-Württemberg,Spergularia maritima,R,not in naturadb
Baden-Württemberg,Spergularia salina,0,not in naturadb
Baden-Württemberg,Spergularia segetalis,0,not in naturadb
Baden-Württemberg,Spiranthes aestivalis,1,not in naturadb
Baden-Württemberg,Spiranthes spiralis,2,not in naturadb
Baden-Württemberg,Stachys annua,3,not in naturadb
Baden-Württemberg,Stachys arvensis,2,not in naturadb
Baden-Württemberg,Stellaria crassifolia,0,not in naturadb
Baden-Württemberg,Stellaria palustris,2,not in naturadb
Baden-Württemberg,Stipa eriocaulis ssp. austriaca,2,not in naturadb
Baden-Württemberg,Stipa eriocaulis ssp. lutetiana,2,not in naturadb
Baden-Württemberg,Streptopus amplexifolius,2,not in naturadb
Baden-Württemberg,Subularia aquatica,0,not in naturadb
Baden-Württemberg,Swertia perennis,2,not in naturadb
Baden-Württemberg,Taraxacum sectio,2,not in naturadb
Baden-Württemberg,Teesdalia nudicaulis,2,not in naturadb
Baden-Württemberg,Thalictrum aquilegiifolium,V,not in naturadb
Baden-Württemberg,Thalictrum simplex ssp. galioides,2,not in naturadb
Baden-Württemberg,Thesium alpinum,2,not in naturadb
Baden-Württemberg,Thesium linophyllon,2,not in naturadb
Baden-Württemberg,Thesium pyrenaicum,3,not in naturadb
Baden-Württemberg,Thesium rostratum,2,not in naturadb
Baden-Württemberg,Thymelaea passerina,2,not in naturadb
Baden-Württemberg,Tofieldia calyculata,3,not in naturadb
Baden-Württemberg,Tragus racemosus,V,not in naturadb
Baden-Württemberg,Traunsteinera globosa,1,not in naturadb
Baden-Württemberg,Trichophorum alpinum,2,not in naturadb
Baden-Württemberg,Trichophorum germanicum,V,not in naturadb
Baden-Württemberg,Trifolium aureum,V,not in naturadb
Baden-Württemberg,Trifolium fragiferum,3,not in naturadb
Baden-Württemberg,Trifolium ochroleucon,2,not in naturadb
Baden-Württemberg,Trifolium scabrum,1,not in naturadb
Baden-Württemberg,Trifolium spadiceum,2,not in naturadb
Baden-Württemberg,Trifolium striatum,1,not in naturadb
Baden-Württemberg,Triglochin palustre,2,not in naturadb
Baden-Württemberg,Turgenia latifolia,1,not in naturadb
Baden-Württemberg,Utricularia bremii,0,not in naturadb
Baden-Württemberg,Utricularia intermedia,2,not in naturadb
Baden-Württemberg,Utricularia minor,2,not in naturadb
Baden-Württemberg,Utricularia ochroleuca,1,not in naturadb
Baden-Württemberg,Utricularia stygia,1,not in naturadb
Baden-Württemberg,Vaccaria hispanica,1,not in naturadb
Baden-Württemberg,Valerianella rimosa,2,not in naturadb
Baden-Württemberg,Veronica acinifolia,1,not in naturadb
Baden-Württemberg,Veronica fruticans,3,not in naturadb
Baden-Württemberg,Veronica opaca,2,not in naturadb
Baden-Württemberg,Veronica praecox,3,not in naturadb
Baden-Württemberg,Veronica satureiifolia,2,not in naturadb
Baden-Württemberg,Veronica scutellata,3,not in naturadb
Baden-Württemberg,Veronica serpyllifolia ssp. humifusa,R,not in naturadb
Baden-Württemberg,Veronica triphyllos,3,not in naturadb
Baden-Württemberg,Veronica urticifolia,V,not in naturadb
Baden-Württemberg,Veronica verna,2,not in naturadb
Baden-Württemberg,Vicia lathyroides,V,not in naturadb
Baden-Württemberg,Vicia narbonensis,1,not in naturadb
Baden-Württemberg,Viola alba ssp. alba,V,not in naturadb
Baden-Württemberg,Viola alba ssp. scotophylla,G,not in naturadb
Baden-Württemberg,Viola pumila,2,not in naturadb
Baden-Württemberg,Viola stagnina,1,not in naturadb
Baden-Württemberg,Vulpia bromoides,3,not in naturadb
Baden-Württemberg,Wahlenbergia hederacea,1,not in naturadb
Baden-Württemberg,Willemetia stipitata,2,not in naturadb
Baden-Württemberg,Xanthium strumarium,1,not in naturadb
Bayern,Aldrovanda vesiculosa,0,not in naturadb
Bayern,Asperula arvensis,0,not in naturadb
Bayern,Asplenium fontanum,0,not in naturadb
Bayern,Callitriche hermaphroditica,0,not in naturadb
Bayern,Camelina alyssum,0,not in naturadb
Bayern,Cardamine parviflora,0,not in naturadb
Bayern,Carex brunnescens var. vitilis,0,not in naturadb
Bayern,Carex capitata,0,not in naturadb
Bayern,Carex curvula ssp. curvula,0,not in naturadb
Bayern,Carex microglochin,0,not in naturadb
Bayern,Carpesium cernuum,0,not in naturadb
Bayern,Cuscuta epilinum,0,not in naturadb
Bayern,Cystopteris dickieana,0,not in naturadb
Bayern,Deschampsia setacea,0,not in naturadb
Bayern,Elatine hydropiper ssp. orthosperma,0,not in naturadb
Bayern,Elymus hispidus,0,not in naturadb
Bayern,Equisetum ramosissimum var. altissimum,0,not in naturadb
Bayern,Euphrasia bavarica,0,not in naturadb
Bayern,Festuca airoides,0,not in naturadb
Bayern,Galium parisiense,0,not in naturadb
Bayern,Glaux maritima,0,not in naturadb
Bayern,Heliotropium europaeum,0,not in naturadb
Bayern,Hierochloe hirta ssp. arctica,0,not in naturadb
Bayern,Isoëtes lacustris,0,not in naturadb
Bayern,Juncus atratus,0,not in naturadb
Bayern,Lactuca saligna,0,not in naturadb
Bayern,Linnaea borealis,0,not in naturadb
Bayern,Lolium remotum,0,not in naturadb
Bayern,Luronium natans,0,not in naturadb
Bayern,Luzula forsteri,0,not in naturadb
Bayern,Marsilea quadrifolia,0,not in naturadb
Bayern,Minuartia stricta,0,not in naturadb
Bayern,Minuartia viscosa,0,not in naturadb
Bayern,Moenchia erecta,0,not in naturadb
Bayern,Persicaria lapathifolia ssp. leptoclada,0,not in naturadb
Bayern,Plantago maritima ssp. maritima,0,not in naturadb
Bayern,Polycnemum verrucosum,0,not in naturadb
Bayern,Potamogeton x cooperi,0,not in naturadb
Bayern,Potamogeton x fluitans,0,not in naturadb
Bayern,Potentilla collina,0,not in naturadb
Bayern,Potentilla leucopolitana,0,not in naturadb
Bayern,Potentilla thyrsiflora,0,not in naturadb
Bayern,Ranunculus ambranus,0,not in naturadb
Bayern,Ranunculus constans,0,not in naturadb
Bayern,Rosa abietina,0,not in naturadb
Bayern,Rubus geminatus,0,not in naturadb
Bayern,Salicornia europaea,0,not in naturadb
Bayern,Salix breviserrata,0,not in naturadb
Bayern,Saxifraga hirculus,0,not in naturadb
Bayern,Schoenoplectus supinus,0,not in naturadb
Bayern,Sedum annuum,0,not in naturadb
Bayern,Silene cretica,0,not in naturadb
Bayern,Silene linicola,0,not in naturadb
Bayern,Spergula pentandra,0,not in naturadb
Bayern,Spergularia salina,0,not in naturadb
Bayern,Spergularia segetalis,0,not in naturadb
Bayern,Stellaria crassifolia,0,not in naturadb
Bayern,Stipa eriocaulis ssp. austriaca,0,not in naturadb
Bayern,Subularia aquatica,0,not in naturadb
Bayern,Taraxacum vindobonense,0,not in naturadb
Bayern,Turgenia latifolia,0,not in naturadb
Bayern,Vaccaria hispanica ssp. hispanica,0,not in naturadb
Bayern,Adonis flammea,1,not in naturadb
Bayern,Aethionema saxatile,1,not in naturadb
Bayern,Alchemilla obtusa,1,not in naturadb
Bayern,Androsace elongata,1,not in naturadb
Bayern,Androsace septentrionalis,1,not in naturadb
Bayern,Asplenium x alternifolium nssp. heufleri,1,not in naturadb
Bayern,Botrychium multifidum,1,not in naturadb
Bayern,Botrychium virginianum,1,not in naturadb
Bayern,Bromus grossus,1,not in naturadb
Bayern,Calamagrostis stricta,1,not in naturadb
Bayern,Caldesia parnassifolia,1,not in naturadb
Bayern,Carex heleonastes,1,not in naturadb
Bayern,Carex michelii,1,not in naturadb
Bayern,Carex rupestris,1,not in naturadb
Bayern,Chenopodium murale,1,not in naturadb
Bayern,Chenopodium urbicum var. urbicum,1,not in naturadb
Bayern,Chimaphila umbellata,1,not in naturadb
Bayern,Chondrilla chondrilloides,1,not in naturadb
Bayern,Cicendia filiformis,1,not in naturadb
Bayern,Cnidium dubium,1,not in naturadb
Bayern,Corrigiola litoralis,1,not in naturadb
Bayern,Cystopteris sudetica,1,not in naturadb
Bayern,Danthonia alpina,1,not in naturadb
Bayern,Deschampsia littoralis,1,not in naturadb
Bayern,Diphasiastrum oellgaardii,1,not in naturadb
Bayern,Draba incana,1,not in naturadb
Bayern,Elatine alsinastrum,1,not in naturadb
Bayern,Erigeron atticus,1,not in naturadb
Bayern,Eriophorum gracile,1,not in naturadb
Bayern,Euphorbia falcata,1,not in naturadb
Bayern,Euphorbia lucida,1,not in naturadb
Bayern,Euphorbia salicifolia,1,not in naturadb
Bayern,Euphorbia villosa,1,not in naturadb
Bayern,Euphrasia micrantha,1,not in naturadb
Bayern,Filago lutescens,1,not in naturadb
Bayern,Filago vulgaris,1,not in naturadb
Bayern,Gentianella bohemica,1,not in naturadb
Bayern,Gentianella campestris ssp. baltica,1,not in naturadb
Bayern,Geranium lucidum,1,not in naturadb
Bayern,Hieracium auriculoides,1,not in naturadb
Bayern,Hieracium basifurcum,1,not in naturadb
Bayern,Hieracium brachycomum,1,not in naturadb
Bayern,Hieracium caesium ssp. caesium,1,not in naturadb
Bayern,Hieracium calodon,1,not in naturadb
Bayern,Hieracium fallax ssp. durisetum,1,not in naturadb
Bayern,Hieracium franconicum,1,not in naturadb
Bayern,Hieracium fuscescens,1,not in naturadb
Bayern,Hieracium harzianum,1,not in naturadb
Bayern,Hieracium hybridum ssp. calophyton,1,not in naturadb
Bayern,Hieracium leucense,1,not in naturadb
Bayern,Hieracium montanum,1,not in naturadb
Bayern,Hieracium onosmoides,1,not in naturadb
Bayern,Hieracium schneidii,1,not in naturadb
Bayern,Illecebrum verticillatum,1,not in naturadb
Bayern,Juncus capitatus,1,not in naturadb
Bayern,Juncus gerardii,1,not in naturadb
Bayern,Juncus sphaerocarpus,1,not in naturadb
Bayern,Juncus stygius,1,not in naturadb
Bayern,Juncus tenageia,1,not in naturadb
Bayern,Jurinea cyanoides,1,not in naturadb
Bayern,Lappula squarrosa,1,not in naturadb
Bayern,Legousia hybrida,1,not in naturadb
Bayern,Linaria arvensis,1,not in naturadb
Bayern,Linum leonii,1,not in naturadb
Bayern,Lotus tenuis,1,not in naturadb
Bayern,Mibora minima,1,not in naturadb
Bayern,Nepeta nuda,1,not in naturadb
Bayern,Nuphar pumila,1,not in naturadb
Bayern,Ophrys sphegodes,1,not in naturadb
Bayern,Orchis coriophora ssp. coriophora,1,not in naturadb
Bayern,Orchis palustris var. palustris,1,not in naturadb
Bayern,Orobanche arenaria,1,not in naturadb
Bayern,Orobanche coerulescens,1,not in naturadb
Bayern,Orobanche picridis,1,not in naturadb
Bayern,Pilularia globulifera,1,not in naturadb
Bayern,Poa glauca,1,not in naturadb
Bayern,Polycnemum arvense,1,not in naturadb
Bayern,Potamogeton rutilus,1,not in naturadb
Bayern,Potentilla inclinata,1,not in naturadb
Bayern,Pseudognaphalium luteoalbum,1,not in naturadb
Bayern,Pulicaria vulgaris,1,not in naturadb
Bayern,Pulmonaria collina,1,not in naturadb
Bayern,Pulsatilla vernalis var. bidgostiana,1,not in naturadb
Bayern,Radiola linoides,1,not in naturadb
Bayern,Ranunculus alnetorum,1,not in naturadb
Bayern,Ranunculus basitruncatus,1,not in naturadb
Bayern,Ranunculus kunzii,1,not in naturadb
Bayern,Ranunculus parnassiifolius,1,not in naturadb
Bayern,Ranunculus rhombilobus,1,not in naturadb
Bayern,Ranunculus rostratulus,1,not in naturadb
Bayern,Rubus acanthodes,1,not in naturadb
Bayern,Rubus oreades,1,not in naturadb
Bayern,Rubus raduloides,1,not in naturadb
Bayern,Samolus valerandi,1,not in naturadb
Bayern,Schoenoplectus triqueter,1,not in naturadb
Bayern,Scutellaria hastifolia,1,not in naturadb
Bayern,Sedum villosum,1,not in naturadb
Bayern,Senecio incanus ssp. carniolicus,1,not in naturadb
Bayern,Silene conica,1,not in naturadb
Bayern,Sorbus hohenesteri,1,not in naturadb
Bayern,Sorbus schwarziana,1,not in naturadb
Bayern,Sparganium angustifolium,1,not in naturadb
Bayern,Stachys arvensis,1,not in naturadb
Bayern,Succisella inflexa,1,not in naturadb
Bayern,Taraxacum dentatum,1,not in naturadb
Bayern,Taraxacum frisicum,1,not in naturadb
Bayern,Taraxacum irrigatum,1,not in naturadb
Bayern,Taraxacum pollichii,1,not in naturadb
Bayern,Tephroseris integrifolia ssp. integrifolia,1,not in naturadb
Bayern,Tephroseris integrifolia ssp. vindelicorum,1,not in naturadb
Bayern,Thymelaea passerina,1,not in naturadb
Bayern,Ventenata dubia,1,not in naturadb
Bayern,Viola persicifolia,1,not in naturadb
Bayern,Viola pumila,1,not in naturadb
Bayern,Viola pyrenaica,1,not in naturadb
Bayern,Woodsia alpina,1,not in naturadb
Bayern,Xanthium strumarium,1,not in naturadb
Bayern,Aceras anthropophorum,2,not in naturadb
Bayern,Aira caryophyllea ssp. caryophyllea,2,not in naturadb
Bayern,Aira praecox,2,not in naturadb
Bayern,Alisma gramineum,2,not in naturadb
Bayern,Allium scorodoprasum ssp. rotundum,2,not in naturadb
Bayern,Althaea hirsuta,2,not in naturadb
Bayern,Amaranthus blitum ssp. blitum,2,not in naturadb
Bayern,Anacamptis pyramidalis,2,not in naturadb
Bayern,Anagallis minima,2,not in naturadb
Bayern,Androsace obtusifolia,2,not in naturadb
Bayern,Anthriscus caucalis,2,not in naturadb
Bayern,Aphanes australis,2,not in naturadb
Bayern,Apium repens,2,not in naturadb
Bayern,Arabis auriculata,2,not in naturadb
Bayern,Arabis nemorensis,2,not in naturadb
Bayern,Arabis turrita,2,not in naturadb
Bayern,Arenaria ciliata ssp. multicaulis,2,not in naturadb
Bayern,Arnoseris minima,2,not in naturadb
Bayern,Asperugo procumbens,2,not in naturadb
Bayern,Asplenium x alternifolium nssp. alternifolium,2,not in naturadb
Bayern,Asplenium adiantum-nigrum,2,not in naturadb
Bayern,Asplenium adulterinum ssp. adulterinum,2,not in naturadb
Bayern,Asplenium ceterach ssp. ceterach,2,not in naturadb
Bayern,Asplenium cuneifolium,2,not in naturadb
Bayern,Astragalus australis,2,not in naturadb
Bayern,Astragalus danicus,2,not in naturadb
Bayern,Aurinia saxatilis,2,not in naturadb
Bayern,Bothriochloa ischaemum,2,not in naturadb
Bayern,Botrychium matricariifolium,2,not in naturadb
Bayern,Bromus racemosus,2,not in naturadb
Bayern,Bromus secalinus ssp. secalinus,2,not in naturadb
Bayern,Calamagrostis phragmitoides,2,not in naturadb
Bayern,Calamintha menthifolia,2,not in naturadb
Bayern,Camelina microcarpa ssp. sylvestris,2,not in naturadb
Bayern,Carex baldensis,2,not in naturadb
Bayern,Carex buxbaumii,2,not in naturadb
Bayern,Carex chordorrhiza,2,not in naturadb
Bayern,Carex dioica,2,not in naturadb
Bayern,Carex hartmanii,2,not in naturadb
Bayern,Carex paupercula,2,not in naturadb
Bayern,Carex supina,2,not in naturadb
Bayern,Centaurea stenolepis,2,not in naturadb
Bayern,Cerastium pumilum,2,not in naturadb
Bayern,Chenopodium vulvaria,2,not in naturadb
Bayern,Chrysanthemum segetum,2,not in naturadb
Bayern,Cochlearia bavarica,2,not in naturadb
Bayern,Cochlearia pyrenaica,2,not in naturadb
Bayern,Conringia orientalis,2,not in naturadb
Bayern,Coronopus squamatus,2,not in naturadb
Bayern,Crepis foetida,2,not in naturadb
Bayern,Crepis praemorsa,2,not in naturadb
Bayern,Crepis vesicaria ssp. taraxacifolia,2,not in naturadb
Bayern,Cryptogramma crispa,2,not in naturadb
Bayern,Cyperus flavescens,2,not in naturadb
Bayern,Dactylorhiza lapponica,2,not in naturadb
Bayern,Dactylorhiza ochroleuca,2,not in naturadb
Bayern,Dactylorhiza sambucina,2,not in naturadb
Bayern,Dactylorhiza traunsteineri,2,not in naturadb
Bayern,Dianthus seguieri ssp. glaber,2,not in naturadb
Bayern,Diphasiastrum alpinum,2,not in naturadb
Bayern,Diphasiastrum complanatum,2,not in naturadb
Bayern,Diphasiastrum issleri,2,not in naturadb
Bayern,Diphasiastrum tristachyum,2,not in naturadb
Bayern,Diphasiastrum zeilleri,2,not in naturadb
Bayern,Draba fladnizensis,2,not in naturadb
Bayern,Drosera intermedia,2,not in naturadb
Bayern,Drosera longifolia,2,not in naturadb
Bayern,Elatine hexandra,2,not in naturadb
Bayern,Elatine hydropiper ssp. hydropiper,2,not in naturadb
Bayern,Elatine triandra,2,not in naturadb
Bayern,Epilobium nutans,2,not in naturadb
Bayern,Epipactis microphylla,2,not in naturadb
Bayern,Epipogium aphyllum,2,not in naturadb
Bayern,Equisetum x trachyodon,2,not in naturadb
Bayern,Equisetum pratense,2,not in naturadb
Bayern,Equisetum ramosissimum var. ramosissimum,2,not in naturadb
Bayern,Erigeron acris ssp. angulosus,2,not in naturadb
Bayern,Erucastrum nasturtiifolium,2,not in naturadb
Bayern,Erysimum repandum,2,not in naturadb
Bayern,Euphorbia angulata,2,not in naturadb
Bayern,Festuca duvalii,2,not in naturadb
Bayern,Fumaria parviflora,2,not in naturadb
Bayern,Gagea minima,2,not in naturadb
Bayern,Galium tricornutum,2,not in naturadb
Bayern,Galium valdepilosum,2,not in naturadb
Bayern,Gentiana purpurea,2,not in naturadb
Bayern,Gentiana utriculosa,2,not in naturadb
Bayern,Hammarbya paludosa,2,not in naturadb
Bayern,Herminium monorchis,2,not in naturadb
Bayern,Herniaria hirsuta ssp. hirsuta,2,not in naturadb
Bayern,Hieracium arvicola,2,not in naturadb
Bayern,Hieracium bocconei ssp. bocconei,2,not in naturadb
