Bundesland,Wissenschaftlicher Name,Gefährdung,NaturaDB
Sachsen,Potamogeton perfoliatus,1,not in naturadb
Sachsen,Potamogeton polygonifolius,3,not in naturadb
Sachsen,Potamogeton praelongus,0,not in naturadb
Sachsen,Potamogeton pusillus,3,not in naturadb
Sachsen,Potamogeton trichoides,3,not in naturadb
Sachsen,Potentilla heptaphylla,1,not in naturadb
Sachsen,Potentilla inclinata,1,not in naturadb
Sachsen,Potentilla lindackeri,1,not in naturadb
Sachsen,Potentilla pusilla,1,not in naturadb
Sachsen,Potentilla supina,V,not in naturadb
Sachsen,Potentilla supina ssp. supina,V,not in naturadb
Sachsen,Pseudorchis albida,1,not in naturadb
Sachsen,Pseudorchis albida ssp. albida,1,not in naturadb
Sachsen,Puccinellia distans,R,not in naturadb
Sachsen,Puccinellia distans ssp. distans,R,not in naturadb
Sachsen,Pulicaria vulgaris,1,not in naturadb
Sachsen,Pulsatilla vernalis,0,not in naturadb
Sachsen,Pyrola chlorantha,1,not in naturadb
Sachsen,Pyrola media,1,not in naturadb
Sachsen,Pyrola minor,V,not in naturadb
Sachsen,Pyrola rotundifolia,1,not in naturadb
Sachsen,Pyrola rotundifolia ssp. rotundifolia,1,not in naturadb
Sachsen,Radiola linoides,1,not in naturadb
Sachsen,Ranunculus circinatus,1,not in naturadb
Sachsen,Ranunculus fluitans,2,not in naturadb
Sachsen,Ranunculus illyricus,1,not in naturadb
Sachsen,Ranunculus peltatus,V,not in naturadb
Sachsen,Ranunculus peltatus ssp. peltatus,V,not in naturadb
Sachsen,Ranunculus penicillatus,2,not in naturadb
Sachsen,Ranunculus penicillatus ssp. penicillatus,2,not in naturadb
Sachsen,Ranunculus platanifolius,V,not in naturadb
Sachsen,Ranunculus rionii,0,not in naturadb
Sachsen,Ranunculus sardous,1,not in naturadb
Sachsen,Rhinanthus pulcher,0,not in naturadb
Sachsen,Rhynchospora alba,1,not in naturadb
Sachsen,Rhynchospora fusca,1,not in naturadb
Sachsen,Ribes spicatum,2,not in naturadb
Sachsen,Ribes spicatum ssp. spicatum,2,not in naturadb
Sachsen,Rorippa austriaca,V,not in naturadb
Sachsen,Rosa balsamica,1,not in naturadb
Sachsen,Rosa caesia,3,not in naturadb
Sachsen,Rosa inodora,1,not in naturadb
Sachsen,Rosa marginata,2,not in naturadb
Sachsen,Rosa pseudoscabriuscula,1,not in naturadb
Sachsen,Rubus acanthodes,3,not in naturadb
Sachsen,Rubus ambrosius,R,not in naturadb
Sachsen,Rubus apricus,1,not in naturadb
Sachsen,Rubus barberi,0,not in naturadb
Sachsen,Rubus bertramii,1,not in naturadb
Sachsen,Rubus bifrons,3,not in naturadb
Sachsen,Rubus camptostachys,2,not in naturadb
Sachsen,Rubus chaerophyllus,3,not in naturadb
Sachsen,Rubus cimbricus,2,not in naturadb
Sachsen,Rubus condensatus,1,not in naturadb
Sachsen,Rubus constrictus,1,not in naturadb
Sachsen,Rubus dissimulans,0,not in naturadb
Sachsen,Rubus exarmatus Jansen,R,not in naturadb
Sachsen,Rubus geminatus,V,not in naturadb
Sachsen,Rubus glossoides,G,not in naturadb
Sachsen,Rubus gothicus,V,not in naturadb
Sachsen,Rubus gracilis,V,not in naturadb
Sachsen,Rubus gracilis ssp. gracilis,V,not in naturadb
Sachsen,Rubus gratus,0,not in naturadb
Sachsen,Rubus guentheri,V,not in naturadb
Sachsen,Rubus hadracanthos,1,not in naturadb
Sachsen,Rubus hercynicus,V,not in naturadb
Sachsen,Rubus hevellicus,1,not in naturadb
Sachsen,Rubus lignicensis,0,not in naturadb
Sachsen,Rubus lividus,1,not in naturadb
Sachsen,Rubus lusaticus,2,not in naturadb
Sachsen,Rubus macrophyllus,3,not in naturadb
Sachsen,Rubus meierottii,R,not in naturadb
Sachsen,Rubus mollis,G,not in naturadb
Sachsen,Rubus montanus,G,not in naturadb
Sachsen,Rubus opacus,2,not in naturadb
Sachsen,Rubus pallidus,3,not in naturadb
Sachsen,Rubus perrobustus,R,not in naturadb
Sachsen,Rubus phyllostachys,R,not in naturadb
Sachsen,Rubus pinicola,0,not in naturadb
Sachsen,Rubus praecox,R,not in naturadb
Sachsen,Rubus radula,V,not in naturadb
Sachsen,Rubus radula ssp. kolbei,R,not in naturadb
Sachsen,Rubus radula ssp. radula,V,not in naturadb
Sachsen,Rubus rudis,2,not in naturadb
Sachsen,Rubus saxonicus,R,not in naturadb
Sachsen,Rubus scaber,2,not in naturadb
Sachsen,Rubus schleicheri,V,not in naturadb
Sachsen,Rubus senticosus,V,not in naturadb
Sachsen,Rubus sieberi,1,not in naturadb
Sachsen,Rubus silvaticus,1,not in naturadb
Sachsen,Rubus sorbicus,3,not in naturadb
Sachsen,Rubus sprengelii,2,not in naturadb
Sachsen,Rubus stohrii,3,not in naturadb
Sachsen,Rubus sulcatus,1,not in naturadb
Sachsen,Rubus tabanimontanus,0,not in naturadb
Sachsen,Rubus thuringensis,R,not in naturadb
Sachsen,Rubus tuberculatus,R,not in naturadb
Sachsen,Rubus wahlbergii,R,not in naturadb
Sachsen,Rubus wessbergii,3,not in naturadb
Sachsen,Rumex arifolius,2,not in naturadb
Sachsen,Rumex palustris,V,not in naturadb
Sachsen,Sagina apetala,1,not in naturadb
Sachsen,Sagina micropetala,2,not in naturadb
Sachsen,Sagina saginoides,1,not in naturadb
Sachsen,Sagina saginoides ssp. saginoides,1,not in naturadb
Sachsen,Salix myrsinifolia,2,not in naturadb
Sachsen,Salix myrsinifolia ssp. myrsinifolia,2,not in naturadb
Sachsen,Salvinia natans,R,not in naturadb
Sachsen,Samolus valerandi,1,not in naturadb
Sachsen,Saxifraga rosacea,1,not in naturadb
Sachsen,Saxifraga rosacea ssp. rosacea,1,not in naturadb
Sachsen,Saxifraga tridactylites,3,not in naturadb
Sachsen,Scheuchzeria palustris,0,not in naturadb
Sachsen,Schoenus ferrugineus,0,not in naturadb
Sachsen,Scilla vindobonensis,1,not in naturadb
Sachsen,Scirpus radicans,1,not in naturadb
Sachsen,Sclerochloa dura,0,not in naturadb
Sachsen,Scorzonera laciniata,0,not in naturadb
Sachsen,Scutellaria hastifolia,1,not in naturadb
Sachsen,Sedum villosum,0,not in naturadb
Sachsen,Senecio germanicus,3,not in naturadb
Sachsen,Senecio germanicus ssp. germanicus,3,not in naturadb
Sachsen,Senecio hercynicus,2,not in naturadb
Sachsen,Senecio hercynicus ssp. hercynicus,2,not in naturadb
Sachsen,Setaria pumila,V,not in naturadb
Sachsen,Silene chlorantha,0,not in naturadb
Sachsen,Silene nemoralis,1,not in naturadb
Sachsen,Sisymbrium strictissimum,1,not in naturadb
Sachsen,Sparganium angustifolium,1,not in naturadb
Sachsen,Sparganium natans,3,not in naturadb
Sachsen,Spergularia echinosperma,R,not in naturadb
Sachsen,Spiranthes spiralis,0,not in naturadb
Sachsen,Stachys annua,0,not in naturadb
Sachsen,Stachys arvensis,1,not in naturadb
Sachsen,Stellaria longifolia,1,not in naturadb
Sachsen,Stellaria palustris,V,not in naturadb
Sachsen,Streptopus amplexifolius,1,not in naturadb
Sachsen,Swertia perennis,1,not in naturadb
Sachsen,Swertia perennis ssp. alpestris,1,not in naturadb
Sachsen,Taraxacum adamii,G,not in naturadb
Sachsen,Taraxacum ancoriferum,0,not in naturadb
Sachsen,Taraxacum atactum,G,not in naturadb
Sachsen,Taraxacum bavaricum,1,not in naturadb
Sachsen,Taraxacum brandenburgicum,0,not in naturadb
Sachsen,Taraxacum corynodes,R,not in naturadb
Sachsen,Taraxacum fascinans,R,not in naturadb
Sachsen,Taraxacum geminidentatum,0,not in naturadb
Sachsen,Taraxacum haematicum,R,not in naturadb
Sachsen,Taraxacum heikkinenii,R,not in naturadb
Sachsen,Taraxacum hercynicum,G,not in naturadb
Sachsen,Taraxacum intermedium,R,not in naturadb
Sachsen,Taraxacum nordstedtii,2,not in naturadb
Sachsen,Taraxacum opertum,R,not in naturadb
Sachsen,Taraxacum pollichii,0,not in naturadb
Sachsen,Taraxacum polyhamatum,G,not in naturadb
Sachsen,Taraxacum pulverulentum,R,not in naturadb
Sachsen,Taraxacum reichlingii,0,not in naturadb
Sachsen,Taraxacum rubicundum,1,not in naturadb
Sachsen,Taraxacum subalpinum,3,not in naturadb
Sachsen,Taraxacum subundulatum,G,not in naturadb
Sachsen,Taraxacum tanyolobum,R,not in naturadb
Sachsen,Taraxacum trilobifolium,0,not in naturadb
Sachsen,Taraxacum turfosum,0,not in naturadb
Sachsen,Taraxacum violaceinervosum,G,not in naturadb
Sachsen,Teesdalia nudicaulis,V,not in naturadb
Sachsen,Tephroseris crispa,1,not in naturadb
Sachsen,Tephroseris palustris,1,not in naturadb
Sachsen,Thalictrum aquilegiifolium,V,not in naturadb
Sachsen,Thesium alpinum,1,not in naturadb
Sachsen,Thesium ebracteatum,0,not in naturadb
Sachsen,Thesium linophyllon,0,not in naturadb
Sachsen,Thesium pyrenaicum,1,not in naturadb
Sachsen,Thesium pyrenaicum ssp. pyrenaicum,1,not in naturadb
Sachsen,Tofieldia calyculata,0,not in naturadb
Sachsen,Tordylium maximum,1,not in naturadb
Sachsen,Traunsteinera globosa,1,not in naturadb
Sachsen,Trichomanes speciosum,3,not in naturadb
Sachsen,Trifolium fragiferum,1,not in naturadb
Sachsen,Trifolium fragiferum ssp. fragiferum,1,not in naturadb
Sachsen,Trifolium ochroleucon,0,not in naturadb
Sachsen,Trifolium spadiceum,3,not in naturadb
Sachsen,Trifolium striatum,1,not in naturadb
Sachsen,Triglochin palustre,1,not in naturadb
Sachsen,Tuberaria guttata,0,not in naturadb
Sachsen,Turgenia latifolia,0,not in naturadb
Sachsen,Urtica urens,V,not in naturadb
Sachsen,Utricularia australis,V,not in naturadb
Sachsen,Utricularia intermedia,1,not in naturadb
Sachsen,Utricularia minor,3,not in naturadb
Sachsen,Utricularia ochroleuca,1,not in naturadb
Sachsen,Vaccaria hispanica,0,not in naturadb
Sachsen,Vaccaria hispanica ssp. hispanica,0,not in naturadb
Sachsen,Valeriana excelsa,V,not in naturadb
Sachsen,Valeriana excelsa ssp. excelsa,V,not in naturadb
Sachsen,Valeriana excelsa ssp. sambucifolia,V,not in naturadb
Sachsen,Valeriana pratensis,2,not in naturadb
Sachsen,Valeriana pratensis ssp. angustifolia,2,not in naturadb
Sachsen,Valerianella dentata,2,not in naturadb
Sachsen,Valerianella rimosa,1,not in naturadb
Sachsen,Ventenata dubia,0,not in naturadb
Sachsen,Veronica agrestis,V,not in naturadb
Sachsen,Veronica anagallis-aquatica,3,not in naturadb
Sachsen,Veronica anagallis-aquatica ssp. anagallis-aquatica,3,not in naturadb
Sachsen,Veronica catenata,1,not in naturadb
Sachsen,Veronica dillenii,2,not in naturadb
Sachsen,Veronica maritima,3,not in naturadb
Sachsen,Veronica montana,3,not in naturadb
Sachsen,Veronica opaca,1,not in naturadb
Sachsen,Veronica polita,3,not in naturadb
Sachsen,Veronica praecox,1,not in naturadb
Sachsen,Veronica scutellata,V,not in naturadb
Sachsen,Veronica triphyllos,V,not in naturadb
Sachsen,Veronica verna,3,not in naturadb
Sachsen,Veronica verna ssp. verna,3,not in naturadb
Sachsen,Vicia lathyroides,3,not in naturadb
Sachsen,Vicia segetalis,V,not in naturadb
Sachsen,Viola epipsila,0,not in naturadb
Sachsen,Viola mirabilis,0,not in naturadb
Sachsen,Viola montana,1,not in naturadb
Sachsen,Viola pumila,1,not in naturadb
Sachsen,Viola stagnina,1,not in naturadb
Sachsen,Viola uliginosa,1,not in naturadb
Sachsen,Viscum laxum,3,not in naturadb
Sachsen,Vulpia bromoides,1,not in naturadb
Sachsen,Wolffia arrhiza,1,not in naturadb
Sachsen,Xanthium strumarium,1,not in naturadb
Sachsen,Zannichellia palustris ssp. pedicellata,R,not in naturadb
Sachsen-Anhalt,Achillea collina,3,not in naturadb
Sachsen-Anhalt,Achillea pratensis,R,not in naturadb
Sachsen-Anhalt,Achillea setacea,3,not in naturadb
Sachsen-Anhalt,Adonis flammea,1,not in naturadb
Sachsen-Anhalt,Aira caryophyllea,3,not in naturadb
Sachsen-Anhalt,Aira caryophyllea ssp. plesiantha,0,not in naturadb
Sachsen-Anhalt,Ajuga pyramidalis,1,not in naturadb
Sachsen-Anhalt,Alchemilla filicaulis,G,not in naturadb
Sachsen-Anhalt,Alchemilla glaucescens,3,not in naturadb
Sachsen-Anhalt,Alchemilla plicata,V,not in naturadb
Sachsen-Anhalt,Alisma gramineum,3,not in naturadb
Sachsen-Anhalt,Althaea hirsuta,1,not in naturadb
Sachsen-Anhalt,Amaranthus blitum,2,not in naturadb
Sachsen-Anhalt,Anagallis foemina,3,not in naturadb
Sachsen-Anhalt,Anagallis minima,1,not in naturadb
Sachsen-Anhalt,Androsace elongata,1,not in naturadb
Sachsen-Anhalt,Androsace septentrionalis,0,not in naturadb
Sachsen-Anhalt,Anthemis cotula,2,not in naturadb
Sachsen-Anhalt,Anthriscus nitidus,3,not in naturadb
Sachsen-Anhalt,Aphanes arvensis,V,not in naturadb
Sachsen-Anhalt,Aphanes australis,2,not in naturadb
Sachsen-Anhalt,Arabis auriculata,2,not in naturadb
Sachsen-Anhalt,Arabis nemorensis,1,not in naturadb
Sachsen-Anhalt,Arabis sagittata,1,not in naturadb
Sachsen-Anhalt,Aristolochia clematitis,3,not in naturadb
Sachsen-Anhalt,Arnoseris minima,2,not in naturadb
Sachsen-Anhalt,Artemisia laciniata,0,not in naturadb
Sachsen-Anhalt,Artemisia rupestris,0,not in naturadb
Sachsen-Anhalt,Asperugo procumbens,3,not in naturadb
Sachsen-Anhalt,Asperula arvensis,0,not in naturadb
Sachsen-Anhalt,Asplenium adiantum-nigrum,3,not in naturadb
Sachsen-Anhalt,Asplenium ceterach,1,not in naturadb
Sachsen-Anhalt,Asplenium septentrionale,V,not in naturadb
Sachsen-Anhalt,Asplenium viride,2,not in naturadb
Sachsen-Anhalt,Astragalus arenarius,0,not in naturadb
Sachsen-Anhalt,Astragalus danicus,3,not in naturadb
Sachsen-Anhalt,Astragalus exscapus,2,not in naturadb
Sachsen-Anhalt,Atriplex pedunculata,3,not in naturadb
Sachsen-Anhalt,Atriplex rosea,2,not in naturadb
Sachsen-Anhalt,Betonica officinalis,3,not in naturadb
Sachsen-Anhalt,Bidens cernua,3,not in naturadb
Sachsen-Anhalt,Bidens connata,3,not in naturadb
Sachsen-Anhalt,Blysmus compressus,1,not in naturadb
Sachsen-Anhalt,Blysmus rufus,0,not in naturadb
Sachsen-Anhalt,Bolboschoenus planiculmis,3,not in naturadb
Sachsen-Anhalt,Bolboschoenus yagara,0,not in naturadb
Sachsen-Anhalt,Bothriochloa ischoemum,V,not in naturadb
Sachsen-Anhalt,Botrychium lunaria,2,not in naturadb
Sachsen-Anhalt,Botrychium matricariifolium,1,not in naturadb
Sachsen-Anhalt,Botrychium simplex,0,not in naturadb
Sachsen-Anhalt,Brachypodium rupestre,0,not in naturadb
Sachsen-Anhalt,Bromus arvensis,1,not in naturadb
Sachsen-Anhalt,Bromus brachystachys,0,not in naturadb
Sachsen-Anhalt,Bromus commutatus,2,not in naturadb
Sachsen-Anhalt,Bromus commutatus ssp. decipiens,3,not in naturadb
Sachsen-Anhalt,Bromus hordeaceus ssp. pseudothominei,G,not in naturadb
Sachsen-Anhalt,Bromus racemosus,2,not in naturadb
Sachsen-Anhalt,Bromus secalinus,3,not in naturadb
Sachsen-Anhalt,Buglossoides incrassata ssp. splitgerberi,3,not in naturadb
Sachsen-Anhalt,Bunium bulbocastanum,R,not in naturadb
Sachsen-Anhalt,Bupleurum tenuissimum,2,not in naturadb
Sachsen-Anhalt,Bupleurum virgatum,1,not in naturadb
Sachsen-Anhalt,Calamagrostis rivalis,1,not in naturadb
Sachsen-Anhalt,Calamagrostis stricta,1,not in naturadb
Sachsen-Anhalt,Callitriche hermaphroditica,R,not in naturadb
Sachsen-Anhalt,Camelina alyssum,0,not in naturadb
Sachsen-Anhalt,Camelina sativa,1,not in naturadb
Sachsen-Anhalt,Cardamine dentata,V,not in naturadb
Sachsen-Anhalt,Cardamine parviflora,3,not in naturadb
Sachsen-Anhalt,Carex appropinquata,2,not in naturadb
Sachsen-Anhalt,Carex bigelowii ssp. dacica,1,not in naturadb
Sachsen-Anhalt,Carex bohemica,3,not in naturadb
Sachsen-Anhalt,Carex buekii,3,not in naturadb
Sachsen-Anhalt,Carex canescens,3,not in naturadb
Sachsen-Anhalt,Carex cespitosa,3,not in naturadb
Sachsen-Anhalt,Carex davalliana s,0,not in naturadb
Sachsen-Anhalt,Carex dioica,0,not in naturadb
Sachsen-Anhalt,Carex distans,3,not in naturadb
Sachsen-Anhalt,Carex disticha,V,not in naturadb
Sachsen-Anhalt,Carex echinata,3,not in naturadb
Sachsen-Anhalt,Carex hartmaniorum,1,not in naturadb
Sachsen-Anhalt,Carex heleonastes,0,not in naturadb
Sachsen-Anhalt,Carex hordeistichos,1,not in naturadb
Sachsen-Anhalt,Carex hostiana,1,not in naturadb
Sachsen-Anhalt,Carex lasiocarpa,2,not in naturadb
Sachsen-Anhalt,Carex lepidocarpa,2,not in naturadb
Sachsen-Anhalt,Carex limosa,1,not in naturadb
Sachsen-Anhalt,Carex melanostachya,3,not in naturadb
Sachsen-Anhalt,Carex pauciflora,2,not in naturadb
Sachsen-Anhalt,Carex pilosa sco,3,not in naturadb
Sachsen-Anhalt,Carex pulicaris,1,not in naturadb
Sachsen-Anhalt,Carex secalina,2,not in naturadb
Sachsen-Anhalt,Carex supina,3,not in naturadb
Sachsen-Anhalt,Carex tomentosa,2,not in naturadb
Sachsen-Anhalt,Carex turfosa,V,not in naturadb
Sachsen-Anhalt,Carex vaginata,1,not in naturadb
Sachsen-Anhalt,Carex viridula,2,not in naturadb
Sachsen-Anhalt,Catabrosa aquatica,1,not in naturadb
Sachsen-Anhalt,Caucalis platycarpos,3,not in naturadb
Sachsen-Anhalt,Centaurium littorale ssp. compressum,2,not in naturadb
Sachsen-Anhalt,Centaurium pulchellum,3,not in naturadb
Sachsen-Anhalt,Cephalanthera longifolia,2,not in naturadb
Sachsen-Anhalt,Cephalanthera rubra,2,not in naturadb
Sachsen-Anhalt,Cerastium brachypetalum,3,not in naturadb
Sachsen-Anhalt,Chenopodium chenopodioides,2,not in naturadb
Sachsen-Anhalt,Chenopodium murale,1,not in naturadb
Sachsen-Anhalt,Chenopodium opulifolium,2,not in naturadb
Sachsen-Anhalt,Chenopodium urbicum,1,not in naturadb
Sachsen-Anhalt,Chenopodium vulvaria,1,not in naturadb
Sachsen-Anhalt,Chimaphila umbellata,1,not in naturadb
Sachsen-Anhalt,Cicendia filiformis,0,not in naturadb
Sachsen-Anhalt,Circaea alpina,2,not in naturadb
Sachsen-Anhalt,Circaea intermedia,3,not in naturadb
Sachsen-Anhalt,Cirsium heterophyllum,2,not in naturadb
Sachsen-Anhalt,Coeloglossum viride,1,not in naturadb
Sachsen-Anhalt,Coleanthus subtilis,0,not in naturadb
Sachsen-Anhalt,Conringia orientalis,1,not in naturadb
Sachsen-Anhalt,Corallorhiza trifida,0,not in naturadb
Sachsen-Anhalt,Crassula aquatica,0,not in naturadb
Sachsen-Anhalt,Crassula tillaea,0,not in naturadb
Sachsen-Anhalt,Crepis foetida,3,not in naturadb
Sachsen-Anhalt,Crepis mollis,2,not in naturadb
Sachsen-Anhalt,Crepis praemorsa,1,not in naturadb
Sachsen-Anhalt,Cuscuta epilinum,0,not in naturadb
Sachsen-Anhalt,Cuscuta epithymum,3,not in naturadb
Sachsen-Anhalt,Cynoglossum germanicum,1,not in naturadb
Sachsen-Anhalt,Cyperus flavescens,0,not in naturadb
Sachsen-Anhalt,Cyperus fuscus,3,not in naturadb
Sachsen-Anhalt,Cyperus michelianus,1,not in naturadb
Sachsen-Anhalt,Cypripedium calceolus,2,not in naturadb
Sachsen-Anhalt,Dactylorhiza fuchsii,3,not in naturadb
Sachsen-Anhalt,Dactylorhiza majalis,2,not in naturadb
Sachsen-Anhalt,Dactylorhiza ochroleuca,0,not in naturadb
Sachsen-Anhalt,Dactylorhiza sambucina,0,not in naturadb
Sachsen-Anhalt,Dianthus sylvaticus,2,not in naturadb
Sachsen-Anhalt,Digitaria ischaemum,3,not in naturadb
Sachsen-Anhalt,Diphasiastrum alpinum,2,not in naturadb
Sachsen-Anhalt,Diphasiastrum complanatum,2,not in naturadb
Sachsen-Anhalt,Diphasiastrum issleri,1,not in naturadb
Sachsen-Anhalt,Diphasiastrum oellgaardii,1,not in naturadb
Sachsen-Anhalt,Diphasiastrum tristachyum,1,not in naturadb
Sachsen-Anhalt,Diphasiastrum zeilleri,1,not in naturadb
Sachsen-Anhalt,Dipsacus laciniatus,3,not in naturadb
Sachsen-Anhalt,Draba muralis,2,not in naturadb
Sachsen-Anhalt,Drosera anglica,0,not in naturadb
Sachsen-Anhalt,Drosera intermedia,1,not in naturadb
Sachsen-Anhalt,Drosera rotundifolia,2,not in naturadb
Sachsen-Anhalt,Drymocallis rupestris,1,not in naturadb
Sachsen-Anhalt,Dryopteris borreri,R,not in naturadb
Sachsen-Anhalt,Dryopteris expansa,R,not in naturadb
Sachsen-Anhalt,Elatine alsinastrum,1,not in naturadb
Sachsen-Anhalt,Elatine hexandra,R,not in naturadb
Sachsen-Anhalt,Elatine hydropiper,2,not in naturadb
Sachsen-Anhalt,Elatine triandra,1,not in naturadb
Sachsen-Anhalt,Eleocharis mamillata ssp. mamillata,1,not in naturadb
Sachsen-Anhalt,Eleocharis mamillata ssp. austriaca,R,not in naturadb
Sachsen-Anhalt,Eleocharis ovata,2,not in naturadb
Sachsen-Anhalt,Eleocharis parvula,0,not in naturadb
Sachsen-Anhalt,Eleocharis quinqueflora,1,not in naturadb
Sachsen-Anhalt,Eleocharis uniglumis,V,not in naturadb
Sachsen-Anhalt,Epilobium obscurum,2,not in naturadb
Sachsen-Anhalt,Epipactis leptochila,3,not in naturadb
Sachsen-Anhalt,Epipactis microphylla,3,not in naturadb
Sachsen-Anhalt,Epipactis muelleri,3,not in naturadb
Sachsen-Anhalt,Epipactis neglecta,R,not in naturadb
Sachsen-Anhalt,Epipactis palustris,2,not in naturadb
Sachsen-Anhalt,Epipactis purpurata,3,not in naturadb
Sachsen-Anhalt,Epipogium aphyllum,1,not in naturadb
Sachsen-Anhalt,Equisetum moorei,R,not in naturadb
Sachsen-Anhalt,Equisetum pratense,3,not in naturadb
Sachsen-Anhalt,Equisetum ramosissimum,0,not in naturadb
Sachsen-Anhalt,Equisetum telmateia,R,not in naturadb
Sachsen-Anhalt,Erigeron droebachiensis,0,not in naturadb
Sachsen-Anhalt,Eriophorum gracile,0,not in naturadb
Sachsen-Anhalt,Erysimum marschallianum,2,not in naturadb
Sachsen-Anhalt,Erysimum virgatum,2,not in naturadb
Sachsen-Anhalt,Euphorbia exigua,V,not in naturadb
Sachsen-Anhalt,Euphorbia falcata,1,not in naturadb
Sachsen-Anhalt,Euphorbia platyphyllos,2,not in naturadb
Sachsen-Anhalt,Euphrasia micrantha,0,not in naturadb
Sachsen-Anhalt,Euphrasia nemorosa,3,not in naturadb
Sachsen-Anhalt,Euphrasia officinalis ssp. pratensis,2,not in naturadb
Sachsen-Anhalt,Festuca polesica,3,not in naturadb
Sachsen-Anhalt,Festuca psammophila,3,not in naturadb
Sachsen-Anhalt,Ficaria calthifolia,R,not in naturadb
Sachsen-Anhalt,Filago germanica,2,not in naturadb
Sachsen-Anhalt,Filago lutescens,3,not in naturadb
Sachsen-Anhalt,Filago pyramidata,1,not in naturadb
Sachsen-Anhalt,Fourraea alpina,3,not in naturadb
Sachsen-Anhalt,Fumaria parviflora,2,not in naturadb
Sachsen-Anhalt,Fumaria rostellata,2,not in naturadb
Sachsen-Anhalt,Fumaria schleicheri,2,not in naturadb
Sachsen-Anhalt,Fumaria wirtgenii,2,not in naturadb
Sachsen-Anhalt,Gagea bohemica,3,not in naturadb
Sachsen-Anhalt,Gagea megapolitana,R,not in naturadb
Sachsen-Anhalt,Gagea minima,3,not in naturadb
Sachsen-Anhalt,Gagea pomeranica,R,not in naturadb
Sachsen-Anhalt,Gagea spathacea,3,not in naturadb
Sachsen-Anhalt,Galeopsis pubescens ssp. pubescens,3,not in naturadb
Sachsen-Anhalt,Galium parisiense,1,not in naturadb
Sachsen-Anhalt,Galium rotundifolium,3,not in naturadb
Sachsen-Anhalt,Galium spurium,2,not in naturadb
Sachsen-Anhalt,Galium tricornutum,2,not in naturadb
Sachsen-Anhalt,Galium valdepilosum,0,not in naturadb
Sachsen-Anhalt,Gentianella amarella,0,not in naturadb
Sachsen-Anhalt,Gentianella campestris,1,not in naturadb
Sachsen-Anhalt,Gentianopsis ciliata,V,not in naturadb
Sachsen-Anhalt,Geranium lucidum,3,not in naturadb
Sachsen-Anhalt,Glaucium corniculatum,1,not in naturadb
Sachsen-Anhalt,Glaux maritima,3,not in naturadb
Sachsen-Anhalt,Glyceria declinata,3,not in naturadb
Sachsen-Anhalt,Gnaphalium uliginosum,V,not in naturadb
Sachsen-Anhalt,Goodyera repens,0,not in naturadb
Sachsen-Anhalt,Gymnadenia densiflora,2,not in naturadb
Sachsen-Anhalt,Gymnadenia odoratissima,0,not in naturadb
Sachsen-Anhalt,Gymnocarpium robertianum,3,not in naturadb
Sachsen-Anhalt,Helichrysum luteoalbum,1,not in naturadb
Sachsen-Anhalt,Helictotrichon pratense,V,not in naturadb
Sachsen-Anhalt,Helosciadium inundatum,1,not in naturadb
Sachsen-Anhalt,Helosciadium repens,1,not in naturadb
Sachsen-Anhalt,Herminium monorchis,0,not in naturadb
Sachsen-Anhalt,Hieracium alpinum,R,not in naturadb
Sachsen-Anhalt,Hieracium auriculoides,R,not in naturadb
Sachsen-Anhalt,Hieracium bifidum,3,not in naturadb
Sachsen-Anhalt,Hieracium bifurcum,0,not in naturadb
Sachsen-Anhalt,Hieracium caesium,3,not in naturadb
Sachsen-Anhalt,Hieracium caespitosum,3,not in naturadb
Sachsen-Anhalt,Hieracium cinereiforme,1,not in naturadb
Sachsen-Anhalt,Hieracium cymiflorum,R,not in naturadb
Sachsen-Anhalt,Hieracium cymosum,2,not in naturadb
Sachsen-Anhalt,Hieracium echioides,0,not in naturadb
Sachsen-Anhalt,Hieracium fallacinum,R,not in naturadb
Sachsen-Anhalt,Hieracium flagellare,0,not in naturadb
Sachsen-Anhalt,Hieracium hypochoeroides,3,not in naturadb
Sachsen-Anhalt,Hieracium kalksburgense,1,not in naturadb
Sachsen-Anhalt,Hieracium leptophyton,R,not in naturadb
Sachsen-Anhalt,Hieracium longisquamum,R,not in naturadb
Sachsen-Anhalt,Hieracium nigrescens,R,not in naturadb
Sachsen-Anhalt,Hieracium norvegicum,0,not in naturadb
Sachsen-Anhalt,Hieracium onosmoides,3,not in naturadb
Sachsen-Anhalt,Hieracium peleterianum,1,not in naturadb
Sachsen-Anhalt,Hieracium pilosellinum,R,not in naturadb
Sachsen-Anhalt,Hieracium rothianum,2,not in naturadb
Sachsen-Anhalt,Hieracium saxifragum,3,not in naturadb
Sachsen-Anhalt,Hieracium schmidtii,3,not in naturadb
Sachsen-Anhalt,Hieracium zizianum,3,not in naturadb
Sachsen-Anhalt,Hierochloe hirta ssp. arctica,0,not in naturadb
Sachsen-Anhalt,Hordeum secalinum,2,not in naturadb
Sachsen-Anhalt,Hornungia petraea,3,not in naturadb
Sachsen-Anhalt,Huperzia selago,3,not in naturadb
Sachsen-Anhalt,Hylotelephium telephium,3,not in naturadb
Sachsen-Anhalt,Hypericum elegans,1,not in naturadb
Sachsen-Anhalt,Hypericum humifusum,3,not in naturadb
Sachsen-Anhalt,Hypericum pulchrum,2,not in naturadb
Sachsen-Anhalt,Hypopitys hypophegea,3,not in naturadb
Sachsen-Anhalt,Hypopitys monotropa,3,not in naturadb
