Bundesland,Wissenschaftlicher Name,Gefährdung
Berlin,Rubus walsemannii,1
Berlin,Rubus wessbergii,R
Berlin,Rubus aphananthus,R
Berlin,Rubus montanus,1
Berlin,Rubus nessensis,G
Berlin,Rubus radula,R
Berlin,Rubus rudis,1
Berlin,Rubus senticosus,R
Berlin,Rubus sorbicus,0
Berlin,Rumex acetosa,V
Berlin,Rumex aquaticus,0
Berlin,Rumex confertus,0
Berlin,Rumex conglomeratus,3
Berlin,Rumex palustris,V
Berlin,Rumex sanguineus,1
Berlin,Rumex triangulivalvis,1
Berlin,Sagina nodosa,1
Berlin,Sagittaria sagittifolia,2
Berlin,Salix aurita,2
Berlin,Salix fragilis,R
Berlin,Salix meyeriana,V
Berlin,Salix myrsinifolia,3
Berlin,Salix pentandra,3
Berlin,Salix repens ssp. dunensis,0
Berlin,Salix repens ssp. repens,2
Berlin,Salix rosmarinifolia,1
Berlin,Salvia pratensis,G
Berlin,Salvinia natans,0
Berlin,Samolus valerandi,0
Berlin,Sanguisorba minor ssp. minor,1
Berlin,Sanguisorba officinalis,2
Berlin,Sanicula europaea,0
Berlin,Saxifraga granulata,V
Berlin,Saxifraga tridactylites,V
Berlin,Scabiosa canescens,1
Berlin,Scabiosa columbaria,1
Berlin,Scheuchzeria palustris,0
Berlin,Schoenoplectus lacustris,3
Berlin,Schoenoplectus supinus,0
Berlin,Schoenoplectus tabernaemontani,V
Berlin,Scilla amoena,R
Berlin,Scirpus sylvaticus,V
Berlin,Scleranthus perennis,3
Berlin,Scleranthus polycarpos,2
Berlin,Scolochloa festucacea,0
Berlin,Scolochloa marchica,1
Berlin,Scorzonera humilis,2
Berlin,Scorzonera purpurea,1
Berlin,Scrophularia umbrosa,2
Berlin,Scrophularia vernalis,1
Berlin,Scutellaria hastifolia,0
Berlin,Sedum rupestre,3
Berlin,Sedum villosum,0
Berlin,Selaginella apoda,0
Berlin,Selinum carvifolia,2
Berlin,Selinum dubium,1
Berlin,Senecio aquaticus,0
Berlin,Senecio erraticus,0
Berlin,Senecio ovatus,R
Berlin,Senecio paludosus,1
Berlin,Serratula tinctoria ssp. tinctoria,1
Berlin,Sherardia arvensis,0
Berlin,Silaum silaus,0
Berlin,Silene chlorantha,2
Berlin,Silene conica,1
Berlin,Silene dichotoma,0
Berlin,Silene noctiflora,1
Berlin,Silene nutans,2
Berlin,Silene otites,1
Berlin,Silene tatarica,3
Berlin,Sisymbrium orientale,R
Berlin,Sium latifolium,V
Berlin,Solidago virgaurea,V
Berlin,Sparganium emersum,2
Berlin,Sparganium natans,1
Berlin,Spergula pentandra,0
Berlin,Spiranthes spiralis,0
Berlin,Stachys arvensis,0
Berlin,Stachys recta,0
Berlin,Stachys sylvatica,3
Berlin,Stellaria alsine,1
Berlin,Stellaria crassifolia,0
Berlin,Stellaria holostea,3
Berlin,Stellaria neglecta,R
Berlin,Stellaria nemorum,R
Berlin,Stellaria palustris,3
Berlin,Stipa borysthenica ssp. borysthenica,0
Berlin,Stipa capillata,1
Berlin,Stipa pennata,1
Berlin,Stratiotes aloides,2
Berlin,Succisa pratensis,1
Berlin,Swertia perennis,0
Berlin,Taraxacum sect.,0
Berlin,Taraxacum nordstedtii,0
Berlin,Taraxacum tortilobum,0
Berlin,Taraxacum sect.,0
Berlin,Taraxacum germanicum,0
Berlin,Taraxacum trilobifolium,0
Berlin,Taraxacum subalpinum,G
Berlin,Taxus baccata,0
Berlin,Teesdalia nudicaulis,V
Berlin,Tephroseris palustris,1
Berlin,Teucrium scordium,1
Berlin,Teucrium scorodonia,2
Berlin,Thalictrum flavum,3
Berlin,Thalictrum minus ssp. minus,1
Berlin,Thalictrum simplex,0
Berlin,Thelypteris limbosperma,1
Berlin,Thelypteris palustris,V
Berlin,Thesium ebracteatum,0
Berlin,Thesium linophyllon,0
Berlin,Thymus oblongifolius,0
Berlin,Thymus pulegioides ssp. pulegioides,V
Berlin,Thymus serpyllum,2
Berlin,Tofieldia calyculata,0
Berlin,Tragopogon orientalis,0
Berlin,Trapa natans,0
Berlin,Trientalis europaea,1
Berlin,Trifolium alpestre,2
Berlin,Trifolium aureum,0
Berlin,Trifolium fragiferum,1
Berlin,Trifolium montanum,0
Berlin,Triglochin maritima,0
Berlin,Triglochin palustris,2
Berlin,Trollius europaeus,0
Berlin,Turritis glabra,3
Berlin,Ulmus minor,V
Berlin,Urtica kioviensis,1
Berlin,Utricularia vulgaris,1
Berlin,Utricularia australis,1
Berlin,Utricularia intermedia,0
Berlin,Utricularia minor,1
Berlin,Utricularia vulgaris,1
Berlin,Vaccinium x intermedium,0
Berlin,Vaccinium macrocarpon,0
Berlin,Vaccinium oxycoccos,3
Berlin,Vaccinium vitis-idaea,V
Berlin,Valeriana dioica,2
Berlin,Valeriana excelsa ssp. excelsa,R
Berlin,Valeriana excelsa ssp. sambucifolia,0
Berlin,Valeriana officinalis,3
Berlin,Valerianella carinata,0
Berlin,Valerianella dentata,0
Berlin,Valerianella locusta,V
Berlin,Valerianella rimosa,0
Berlin,Verbena officinalis,1
Berlin,Veronica agrestis,1
Berlin,Veronica anagallis-aquatica,3
Berlin,Veronica beccabunga,V
Berlin,Veronica catenata,2
Berlin,Veronica dillenii,1
Berlin,Veronica hederifolia,2
Berlin,Veronica maritima,1
Berlin,Veronica opaca,0
Berlin,Veronica polita,2
Berlin,Veronica praecox,1
Berlin,Veronica prostrata,2
Berlin,Veronica scutellata,2
Berlin,Veronica spicata,1
Berlin,Veronica teucrium,0
Berlin,Veronica triphyllos,V
Berlin,Veronica verna,2
Berlin,Vicia cassubica,3
Berlin,Vicia tenuifolia,2
Berlin,Vincetoxicum hirundinaria,2
Berlin,Viola canina,V
Berlin,Viola hirta,1
Berlin,Viola palustris,3
Berlin,Viola reichenbachiana,G
Berlin,Viola rupestris,1
Berlin,Viola stagnina,0
Berlin,Vulpia bromoides,0
Berlin,Vulpia myuros,3
Berlin,Wolffia arrhiza,2
Berlin,Xanthium strumarium,0
Berlin,Zannichellia palustris,1
Brandenburg,Zannichellia palustris ssp. palustris,0
Brandenburg,Acroptilon repens,0
Brandenburg,Alchemilla filicaulis,0
Brandenburg,Androsace elongata,0
Brandenburg,Androsace septentrionalis,0
Brandenburg,Anemone x seemenii,0
Brandenburg,Apium inundatum,0
Brandenburg,Aquilegia vulgaris,0
Brandenburg,Arabis auriculata,0
Brandenburg,Asperula arvensis,0
Brandenburg,Asplenium septentrionale,0
Brandenburg,Atriplex rosea,0
Brandenburg,Betula humilis,0
Brandenburg,Biscutella laevigata,0
Brandenburg,Blysmus rufus,0
Brandenburg,Botrychium simplex,0
Brandenburg,Bromus brachystachys,0
Brandenburg,Bupleurum tenuissimum,0
Brandenburg,Caldesia parnassifolia,0
Brandenburg,Callitriche hermaphroditica,0
Brandenburg,Camelina alyssum,0
Brandenburg,Camelina sativa,0
Brandenburg,Carex buxbaumii,0
Brandenburg,Carex davalliana,0
Brandenburg,Carex pendula,0
Brandenburg,Chaerophyllum hirsutum,0
Brandenburg,Chamaespartium sagittale,0
Brandenburg,Chenopodium botryodes,0
Brandenburg,Chenopodium opulifolium,0
Brandenburg,Chenopodium vulvaria,0
Brandenburg,Cicendia filiformis,0
Brandenburg,Cirsium rivulare,0
Brandenburg,Crassula aquatica,0
Brandenburg,Crassula tillaea,0
Brandenburg,Crepis foetida,0
Brandenburg,Cuscuta epilinum,0
Brandenburg,Dactylorhiza sambucina,0
Brandenburg,Daphne mezereum,0
Brandenburg,Dorycnium herbaceum,0
Brandenburg,Epipactis purpurata,0
Brandenburg,Epipogium aphyllum,0
Brandenburg,Filago lutescens,0
Brandenburg,Galeopsis segetum,0
Brandenburg,Gentiana verna,0
Brandenburg,Gentianella amarella,0
Brandenburg,Gentianella campestris,0
Brandenburg,Geranium divaricatum,0
Brandenburg,Gladiolus imbricatus,0
Brandenburg,Gladiolus palustris,0
Brandenburg,Glebionis segetum,0
Brandenburg,Goodyera repens,0
Brandenburg,Groenlandia densa,0
Brandenburg,Gymnadenia conopsea,0
Brandenburg,Herminium monorchis,0
Brandenburg,Hieracium calodon,0
Brandenburg,Hieracium laurinum,0
Brandenburg,Hieracium leptophyton,0
Brandenburg,Hieracium macrostolonum,0
Brandenburg,Hieracium rothianum,0
Brandenburg,Hieracium schultesii,0
Brandenburg,Hieracium visianii,0
Brandenburg,Hypericum hirsutum,0
Brandenburg,Lamium confertum,0
Brandenburg,Laserpitium latifolium,0
Brandenburg,Laserpitium prutenicum,0
Brandenburg,Lilium bulbiferum,0
Brandenburg,Linaria arvensis,0
Brandenburg,Listera cordata,0
Brandenburg,Lolium remotum,0
Brandenburg,Lolium temulentum,0
Brandenburg,Malaxis monophyllos,0
Brandenburg,Marrubium vulgare,0
Brandenburg,Minuartia hybrida,0
Brandenburg,Minuartia viscosa,0
Brandenburg,Najas flexilis,0
Brandenburg,Najas minor,0
Brandenburg,Nasturtium officinale,0
Brandenburg,Ophrys holoserica,0
Brandenburg,Ophrys insectifera,0
Brandenburg,Orchis coriophora,0
Brandenburg,Orchis mascula,0
Brandenburg,Orchis ustulata,0
Brandenburg,Orobanche alba,0
Brandenburg,Orobanche ramosa,0
Brandenburg,Peucedanum officinale,0
Brandenburg,Phleum arenarium,0
Brandenburg,Phyteuma orbiculare,0
Brandenburg,Plantago maritima,0
Brandenburg,Poa badensis,0
Brandenburg,Polycnemum arvense,0
Brandenburg,Potentilla collina,0
Brandenburg,Potentilla rupestris,0
Brandenburg,Pulmonaria angustifolia,0
Brandenburg,Pulsatilla patens,0
Brandenburg,Pulsatilla vernalis,0
Brandenburg,Pyrola media,0
Brandenburg,Ranunculus reptans,0
Brandenburg,Rhinanthus serotinus,0
Brandenburg,Salicornia europaea,0
Brandenburg,Salix starkeana,0
Brandenburg,Saxifraga hirculus,0
Brandenburg,Schoenus ferrugineus,0
Brandenburg,Schoenus nigricans,0
Brandenburg,Scutellaria minor,0
Brandenburg,Sedum villosum,0
Brandenburg,Selaginella apoda,0
Brandenburg,Sesleria caerulea,0
Brandenburg,Silene dichotoma,0
Brandenburg,Spergula pentandra,0
Brandenburg,Spergularia segetalis,0
Brandenburg,Spiranthes spiralis,0
Brandenburg,Stellaria crassifolia,0
Brandenburg,Taraxacum ancoriferum,0
Brandenburg,Taraxacum germanicum,0
Brandenburg,Taraxacum pauckertianum,0
Brandenburg,Taxus baccata,0
Brandenburg,Thalictrum simplex,0
Brandenburg,Thymelaea passerina,0
Brandenburg,Tofieldia calyculata,0
Brandenburg,Trichophorum alpinum,0
Brandenburg,Trichophorum cespitosum,0
Brandenburg,Vaccaria hispanica,0
Brandenburg,Viola elatior,0
Brandenburg,Viola epipsila,0
Brandenburg,Abies alba,1
Brandenburg,Adonis aestivalis,1
Brandenburg,Agrostemma githago,1
Brandenburg,Ajuga pyramidalis,1
Brandenburg,Alchemilla glaucescens,1
Brandenburg,Alchemilla plicata,1
Brandenburg,Alchemilla propinqua,1
Brandenburg,Alchemilla subcrenata,1
Brandenburg,Alchemilla vestita,1
Brandenburg,Alchemilla vulgaris,1
Brandenburg,Alchemilla xanthochlora,1
Brandenburg,Aldrovanda vesiculosa,1
Brandenburg,Allium senescens,1
Brandenburg,Althaea officinalis,1
Brandenburg,Alyssum montanum,1
Brandenburg,Anacamptis pyramidalis,1
Brandenburg,Anagallis foemina,1
Brandenburg,Angelica palustris,1
Brandenburg,Antennaria dioica,1
Brandenburg,Apium graveolens,1
Brandenburg,Arabis nemorensis,1
Brandenburg,Arctostaphylos uva-ursi,1
Brandenburg,Arnica montana,1
Brandenburg,Asplenium viride,1
Brandenburg,Aster amellus,1
Brandenburg,Aster tripolium,1
Brandenburg,Astragalus danicus,1
Brandenburg,Astrantia major,1
Brandenburg,Baldellia ranunculoides,1
Brandenburg,Botrychium multifidum,1
Brandenburg,Bromus arvensis,1
Brandenburg,Bromus ramosus,1
Brandenburg,Bromus secalinus,1
Brandenburg,Buglossoides arvensis,1
Brandenburg,Bupleurum rotundifolium,1
Brandenburg,Campanula cervicaria,1
Brandenburg,Campanula latifolia,1
Brandenburg,Carex chordorrhiza,1
Brandenburg,Carex dioica,1
Brandenburg,Carex flava,1
Brandenburg,Carex hartmanii,1
Brandenburg,Carex hostiana,1
Brandenburg,Carex obtusata,1
Brandenburg,Carex pulicaris,1
Brandenburg,Carex tomentosa,1
Brandenburg,Carex x gaudiniana,1
Brandenburg,Carum carvi,1
Brandenburg,Catabrosa aquatica,1
Brandenburg,Centaurium littorale,1
Brandenburg,Centunculus minimus,1
Brandenburg,Cephalanthera longifolia,1
Brandenburg,Cerinthe minor,1
Brandenburg,Chaerophyllum aureum,1
Brandenburg,Chenopodium murale,1
Brandenburg,Chenopodium urbicum,1
Brandenburg,Chrysosplenium oppositifolium,1
Brandenburg,Cirsium canum,1
Brandenburg,Cirsium heterophyllum,1
Brandenburg,Cirsium x silesiacum,1
Brandenburg,Cirsium x tataricum,1
Brandenburg,Clematis recta,1
Brandenburg,Coeloglossum viride,1
Brandenburg,Corallorhiza trifida,1
Brandenburg,Crataegus rhipidophylla,1
Brandenburg,Crepis praemorsa,1
Brandenburg,Cyperus flavescens,1
Brandenburg,Cypripedium calceolus,1
Brandenburg,Cytisus nigricans,1
Brandenburg,Dactylorhiza incarnata,1
Brandenburg,Dactylorhiza majalis,1
Brandenburg,Deschampsia setacea,1
Brandenburg,Dianthus arenarius,1
Brandenburg,Dianthus gratianopolitanus,1
Brandenburg,Diphasiastrum tristachyum,1
Brandenburg,Diphasiastrum zeilleri,1
Brandenburg,Drosera longifolia,1
Brandenburg,Eleocharis multicaulis,1
Brandenburg,Eleocharis ovata,1
Brandenburg,Eleocharis quinqueflora,1
Brandenburg,Eleogiton fluitans,1
Brandenburg,Empetrum nigrum,1
Brandenburg,Epipactis albensis,1
Brandenburg,Eriophorum gracile,1
Brandenburg,Eriophorum latifolium,1
Brandenburg,Eryngium planum,1
Brandenburg,Euphrasia nemorosa,1
Brandenburg,Euphrasia officinalis,1
Brandenburg,Filago vulgaris,1
Brandenburg,Fritillaria meleagris,1
Brandenburg,Gagea bohemica,1
Brandenburg,Gagea minima,1
Brandenburg,Galeopsis ladanum,1
Brandenburg,Galium pumilum,1
Brandenburg,Galium rotundifolium,1
Brandenburg,Galium wirtgenii,1
Brandenburg,Genista anglica,1
Brandenburg,Gentiana cruciata,1
Brandenburg,Gentiana pneumonanthe,1
Brandenburg,Gentianella uliginosa,1
Brandenburg,Geranium sylvaticum,1
Brandenburg,Glaux maritima,1
Brandenburg,Gymnadenia conopsea,1
Brandenburg,Hammarbya paludosa,1
Brandenburg,Hieracium bifurcum,1
Brandenburg,Hieracium brachiatum,1
Brandenburg,Hieracium fallax,1
Brandenburg,Hieracium floribundum,1
Brandenburg,Hieracium glomeratum,1
Brandenburg,Hieracium lactucella,1
Brandenburg,Hierochloe odorata,1
Brandenburg,Hordeum secalinum,1
Brandenburg,Huperzia selago,1
Brandenburg,Hypericum elodes,1
Brandenburg,Hypericum pulchrum,1
Brandenburg,Hypochaeris maculata,1
Brandenburg,Illecebrum verticillatum,1
Brandenburg,Inula germanica,1
Brandenburg,Inula hirta,1
Brandenburg,Iris sibirica,1
Brandenburg,Jovibarba globifera,1
Brandenburg,Juncus atratus,1
Brandenburg,Jurinea cyanoides,1
Brandenburg,Lathyrus nissolia,1
Brandenburg,Liparis loeselii,1
Brandenburg,Littorella uniflora,1
Brandenburg,Ludwigia palustris,1
Brandenburg,Luronium natans,1
Brandenburg,Melampyrum cristatum,1
Brandenburg,Melilotus altissimus,1
Brandenburg,Melilotus dentatus,1
Brandenburg,Melittis melissophyllum,1
Brandenburg,Meum athamanticum,1
Brandenburg,Misopates orontium,1
Brandenburg,Moenchia erecta,1
Brandenburg,Montia fontana,1
Brandenburg,Montia fontana,1
Brandenburg,Muscari comosum,1
Brandenburg,Myrica gale,1
Brandenburg,Nepeta cataria,1
Brandenburg,Neslia paniculata,1
Brandenburg,Odontites luteus,1
Brandenburg,Ononis arvensis,1
Brandenburg,Orchis morio,1
Brandenburg,Orchis palustris,1
Brandenburg,Orchis purpurea,1
Brandenburg,Orchis tridentata,1
Brandenburg,Orobanche alsatica,1
Brandenburg,Orobanche arenaria,1
Brandenburg,Orobanche bohemica,1
Brandenburg,Orobanche elatior,1
Brandenburg,Orobanche purpurea,1
Brandenburg,Pedicularis palustris,1
Brandenburg,Pedicularis sylvatica,1
Brandenburg,Pinguicula vulgaris,1
Brandenburg,Platanthera chlorantha,1
Brandenburg,Polygala amarella,1
Brandenburg,Polygala serpyllifolia,1
Brandenburg,Polystichum aculeatum,1
Brandenburg,Potamogeton filiformis,1
Brandenburg,Potamogeton nodosus,1
Brandenburg,Potamogeton rutilus,1
Brandenburg,Potamogeton x angustifolius,1
Brandenburg,Potamogeton x nitens,1
Brandenburg,Potamogeton x salicifolius,1
Brandenburg,Potamogeton x sparganiifolius,1
Brandenburg,Primula elatior,1
Brandenburg,Prunella laciniata,1
Brandenburg,Pseudognaphalium luteoalbum,1
Brandenburg,Pulsatilla pratensis,1
Brandenburg,Pulsatilla vulgaris,1
Brandenburg,Pyrola rotundifolia,1
Brandenburg,Radiola linoides,1
Brandenburg,Ranunculus arvensis,1
Brandenburg,Ranunculus illyricus,1
Brandenburg,Ranunculus polyanthemos,1
Brandenburg,Rhinanthus minor,1
Brandenburg,Rhinanthus serotinus,1
Brandenburg,Rhynchospora fusca,1
Brandenburg,Rosa agrestis,1
Brandenburg,Rosa elliptica,1
Brandenburg,Rosa jundzilli,1
Brandenburg,Rosa micrantha,1
Brandenburg,Rosa tomentella,1
Brandenburg,Sagina apetala,1
Brandenburg,Schoenoplectus supinus,1
Brandenburg,Scirpoides holoschoenus,1
Brandenburg,Seseli libanotis,1
Brandenburg,Silene gallica,1
Brandenburg,Spergularia echinosperma,1
Brandenburg,Spergularia salina,1
Brandenburg,Stachys annua,1
Brandenburg,Stachys arvensis,1
Brandenburg,Stachys germanica,1
Brandenburg,Stellaria longifolia,1
Brandenburg,Stipa borysthenica,1
Brandenburg,Stipa borysthenica,1
Brandenburg,Stipa pennata,1
Brandenburg,Stipa pulcherrima,1
Brandenburg,Swertia perennis,1
Brandenburg,Taraxacum balticum,1
Brandenburg,Taraxacum bavaricum,1
Brandenburg,Taraxacum brandenburgicum,1
Brandenburg,Taraxacum geminidentatum,1
Brandenburg,Taraxacum litorale,1
Brandenburg,Taraxacum nordstedtii,1
Brandenburg,Taraxacum trilobifolium,1
Brandenburg,Tetragonolobus maritimus,1
Brandenburg,Thalictrum aquilegiifolium,1
Brandenburg,Thalictrum lucidum,1
Brandenburg,Thesium alpinum,1
Brandenburg,Thesium ebracteatum,1
Brandenburg,Thymus pannonicus,1
Brandenburg,Thymus x desertostepposus,1
Brandenburg,Tordylium maximum,1
Brandenburg,Torilis arvensis,1
Brandenburg,Trapa natans,1
Brandenburg,Trifolium rubens,1
Brandenburg,Trollius europaeus,1
Brandenburg,Tuberaria guttata,1
Brandenburg,Valerianella rimosa,1
Brandenburg,Verbascum phoeniceum,1
Brandenburg,Veronica jacquinii,1
Brandenburg,Veronica opaca,1
Brandenburg,Vicia pisiformis,1
Brandenburg,Viscum abietis,1
Brandenburg,Vulpia bromoides,1
Brandenburg,Xanthium strumarium,1
Brandenburg,Alchemilla glabra,2
Brandenburg,Alchemilla micans,2
Brandenburg,Alchemilla monticola,2
Brandenburg,Alisma gramineum,2
Brandenburg,Andromeda polifolia,2
Brandenburg,Anemone sylvestris,2
Brandenburg,Anthemis cotula,2
Brandenburg,Anthyllis vulneraria,2
Brandenburg,Apium repens,2
Brandenburg,Arnoseris minima,2
Brandenburg,Asperula cynanchica,2
Brandenburg,Asplenium trichomanes,2
Brandenburg,Astragalus arenarius,2
Brandenburg,Astragalus cicer,2
Brandenburg,Betonica officinalis,2
Brandenburg,Bistorta officinalis,2
Brandenburg,Blechnum spicant,2
Brandenburg,Blysmus compressus,2
Brandenburg,Botrychium lunaria,2
Brandenburg,Botrychium matricariifolium,2
Brandenburg,Bromus benekenii,2
Brandenburg,Bromus racemosus,2
Brandenburg,Campanula bononiensis,2
Brandenburg,Campanula glomerata,2
Brandenburg,Campanula rapunculus,2
Brandenburg,Cardamine parviflora,2
Brandenburg,Carex bohemica,2
Brandenburg,Carex cespitosa,2
Brandenburg,Carex diandra,2
Brandenburg,Carex lepidocarpa,2
Brandenburg,Carex limosa,2
Brandenburg,Carex montana,2
Brandenburg,Carex supina,2
Brandenburg,Centaurium pulchellum,2
Brandenburg,Cephalanthera damasonium,2
Brandenburg,Cephalanthera rubra,2
Brandenburg,Chenopodium bonus-henricus,2
Brandenburg,Chimaphila umbellata,2
Brandenburg,Circaea alpina,2
Brandenburg,Cirsium acaule,2
Brandenburg,Colchicum autumnale,2
Brandenburg,Coronopus squamatus,2
Brandenburg,Crataegus laevigata,2
Brandenburg,Cucubalus baccifer,2
Brandenburg,Cuscuta epithymum,2
Brandenburg,Cystopteris fragilis,2
Brandenburg,Dactylorhiza fuchsii,2
Brandenburg,Dactylorhiza incarnata,2
Brandenburg,Dactylorhiza majalis,2
Brandenburg,Dactylorhiza x aschersoniana,2
Brandenburg,Dianthus armeria,2
Brandenburg,Dianthus superbus,2
Brandenburg,Digitalis grandiflora,2
Brandenburg,Diphasiastrum complanatum,2
Brandenburg,Dipsacus pilosus,2
Brandenburg,Drosera intermedia,2
Brandenburg,Dryopteris cristata,2
Brandenburg,Elatine alsinastrum,2
Brandenburg,Elatine hexandra,2
Brandenburg,Elatine hydropiper,2
Brandenburg,Elatine triandra,2
Brandenburg,Epipactis palustris,2
Brandenburg,Equisetum variegatum,2
Brandenburg,Erica tetralix,2
Brandenburg,Euphorbia exigua,2
Brandenburg,Euphrasia micrantha,2
Brandenburg,Filipendula vulgaris,2
Brandenburg,Gagea spathacea,2
Brandenburg,Galeopsis speciosa,2
Brandenburg,Galium spurium,2
Brandenburg,Genista germanica,2
Brandenburg,Geranium dissectum,2
Brandenburg,Geranium sanguineum,2
Brandenburg,Gratiola officinalis,2
Brandenburg,Gymnocarpium robertianum,2
Brandenburg,Gypsophila fastigiata,2
Brandenburg,Gypsophila muralis,2
Brandenburg,Helianthemum ovatum,2
Brandenburg,Helictotrichon pratense,2
Brandenburg,Hieracium caespitosum,2
Brandenburg,Hieracium zizianum,2
Brandenburg,Hippuris vulgaris,2
Brandenburg,Hypericum montanum,2
Brandenburg,Hypochaeris glabra,2
Brandenburg,Ilex aquifolium,2
Brandenburg,Inula salicina,2
Brandenburg,Juncus capitatus,2
Brandenburg,Juncus filiformis,2
Brandenburg,Juncus gerardii,2
Brandenburg,Juncus squarrosus,2
Brandenburg,Juncus subnodulosus,2
Brandenburg,Juncus tenageia,2
Brandenburg,Kickxia elatine,2
Brandenburg,Lappula squarrosa,2
Brandenburg,Lastrea limbosperma,2
Brandenburg,Lathyrus niger,2
Brandenburg,Ledum palustre,2
Brandenburg,Lilium martagon,2
Brandenburg,Linnaea borealis,2
Brandenburg,Lithospermum officinale,2
Brandenburg,Lotus tenuis,2
Brandenburg,Lycopodiella inundata,2
Brandenburg,Lycopodium annotinum,2
Brandenburg,Lycopodium clavatum,2
Brandenburg,Lysimachia nemorum,2
Brandenburg,Lythrum hyssopifolia,2
Brandenburg,Melampyrum arvense,2
Brandenburg,Mentha pulegium,2
Brandenburg,Moneses uniflora,2
Brandenburg,Monotropa hypopitys,2
Brandenburg,Montia fontana,2
Brandenburg,Myosotis discolor,2
Brandenburg,Myriophyllum alterniflorum,2
Brandenburg,Neottia nidus-avis,2
Brandenburg,Nigella arvensis,2
Brandenburg,Noccaea caerulescens,2
Brandenburg,Nonea erecta,2
Brandenburg,Nymphoides peltata,2
Brandenburg,Odontites vernus,2
Brandenburg,Orchis militaris,2
Brandenburg,Orobanche caryophyllacea,2
Brandenburg,Orobanche lutea,2
Brandenburg,Osmunda regalis,2
Brandenburg,Oxytropis pilosa,2
Brandenburg,Parnassia palustris,2
Brandenburg,Peucedanum cervaria,2
Brandenburg,Phyteuma spicatum,2
Brandenburg,Picea abies,2
Brandenburg,Pilularia globulifera,2
Brandenburg,Platanthera bifolia,2
Brandenburg,Poa remota,2
Brandenburg,Polygala comosa,2
Brandenburg,Populus nigra,2
Brandenburg,Potamogeton acutifolius,2
Brandenburg,Potamogeton alpinus,2
Brandenburg,Potamogeton compressus,2
Brandenburg,Potamogeton friesii,2
Brandenburg,Potamogeton gramineus,2
Brandenburg,Potamogeton obtusifolius,2
Brandenburg,Potamogeton polygonifolius,2
Brandenburg,Potamogeton praelongus,2
Brandenburg,Potamogeton trichoides,2
Brandenburg,Potentilla alba,2
Brandenburg,Potentilla heptaphylla,2
Brandenburg,Prunella grandiflora,2
Brandenburg,Prunus avium,2
Brandenburg,Pulicaria dysenterica,2
Brandenburg,Pyrola chlorantha,2
Brandenburg,Rosa caesia,2
Brandenburg,Rosa dumalis,2
Brandenburg,Rosa inodora,2
Brandenburg,Rosa tomentosa,2
Brandenburg,Rumex aquaticus,2
Brandenburg,Sagina nodosa,2
Brandenburg,Salix rosmarinifolia,2
Brandenburg,Samolus valerandi,2
Brandenburg,Sanguisorba officinalis,2
Brandenburg,Scabiosa canescens,2
Brandenburg,Scabiosa columbaria,2
Brandenburg,Scabiosa ochroleuca,2
Brandenburg,Scheuchzeria palustris,2
Brandenburg,Scirpus radicans,2
Brandenburg,Scorzonera humilis,2
Brandenburg,Scorzonera purpurea,2
Brandenburg,Scutellaria hastifolia,2
Brandenburg,Senecio erucifolius,2
Brandenburg,Senecio sarracenicus,2
Brandenburg,Serratula tinctoria,2
Brandenburg,Seseli annuum,2
Brandenburg,Sherardia arvensis,2
Brandenburg,Silaum silaus,2
Brandenburg,Silene chlorantha,2
Brandenburg,Silene noctiflora,2
Brandenburg,Silene tatarica,2
Brandenburg,Silene viscaria,2
Brandenburg,Sorbus torminalis,2
Brandenburg,Sparganium natans,2
Brandenburg,Stipa borysthenica,2
Brandenburg,Stratiotes aloides,2
Brandenburg,Succisa pratensis,2
Brandenburg,Tanacetum corymbosum,2
Brandenburg,Taraxacum paucilobum,2
Brandenburg,Thesium linophyllon,2
Brandenburg,Trifolium montanum,2
Brandenburg,Trifolium striatum,2
Brandenburg,Tulipa sylvestris,2
Brandenburg,Utricularia intermedia,2
Brandenburg,Utricularia minor,2
Brandenburg,Utricularia stygia,2
Brandenburg,Vaccinium uliginosum,2
Brandenburg,Valerianella dentata,2
Brandenburg,Verbena officinalis,2
Brandenburg,Veronica praecox,2
Brandenburg,Veronica teucrium,2
Brandenburg,Vicia dumetorum,2
Brandenburg,Viola persicifolia,2
Brandenburg,Viola rupestris,2
Brandenburg,Adonis vernalis,3
Brandenburg,Aira caryophyllea,3
Brandenburg,Alisma lanceolatum,3
Brandenburg,Allium angulosum,3
Brandenburg,Alyssum alyssoides,3
Brandenburg,Anthericum liliago,3
Brandenburg,Anthericum ramosum,3
Brandenburg,Anthyllis vulneraria,3
Brandenburg,Aphanes australis,3
Brandenburg,Arabis hirsuta,3
Brandenburg,Aristolochia clematitis,3
Brandenburg,Asperugo procumbens,3
Brandenburg,Asperula tinctoria,3
Brandenburg,Asplenium ruta-muraria,3
Brandenburg,Aster linosyris,3
Brandenburg,Avena fatua,3
Brandenburg,Briza media,3
Brandenburg,Calamagrostis stricta,3
Brandenburg,Calla palustris,3
Brandenburg,Caltha palustris,3
Brandenburg,Camelina microcarpa,3
Brandenburg,Campanula sibirica,3
Brandenburg,Cardamine amara,3
Brandenburg,Cardamine dentata,3
Brandenburg,Carex appropinquata,3
Brandenburg,Carex canescens,3
Brandenburg,Carex demissa,3
Brandenburg,Carex distans,3
Brandenburg,Carex echinata,3
Brandenburg,Carex flacca,3
Brandenburg,Carex humilis,3
Brandenburg,Carex lasiocarpa,3
