Bundesland,Wissenschaftlicher Name,Gefährdung
Mecklenburg-Vorpommern,Antennaria dioica,1
Mecklenburg-Vorpommern,Anthemis arvensis,V
Mecklenburg-Vorpommern,Anthemis cotula,3
Mecklenburg-Vorpommern,Anthericum liliago,1
Mecklenburg-Vorpommern,Anthericum ramosum,1
Mecklenburg-Vorpommern,Anthoxanthum aristatum,3
Mecklenburg-Vorpommern,Anthriscus caucalis,3
Mecklenburg-Vorpommern,Anthyllis vulneraria ssp. maritima,1
Mecklenburg-Vorpommern,Anthyllis vulneraria ssp. pseudovulneraria,3
Mecklenburg-Vorpommern,Aphanes arvensis,V
Mecklenburg-Vorpommern,Aphanes australis,2
Mecklenburg-Vorpommern,Apium graveolens,2
Mecklenburg-Vorpommern,Apium inundatum,1
Mecklenburg-Vorpommern,Apium repens,2
Mecklenburg-Vorpommern,Aquilegia vulgaris,R
Mecklenburg-Vorpommern,Arabis hirsuta,3
Mecklenburg-Vorpommern,Arctostaphylos uva-ursi,0
Mecklenburg-Vorpommern,Armeria maritima ssp. elongata,3
Mecklenburg-Vorpommern,Armeria maritima ssp. maritima,3
Mecklenburg-Vorpommern,Arnica montana,1
Mecklenburg-Vorpommern,Arnoseris minima,2
Mecklenburg-Vorpommern,Artemisia maritima,3
Mecklenburg-Vorpommern,Asarum europaeum,R
Mecklenburg-Vorpommern,Asclepias syriaca,1
Mecklenburg-Vorpommern,Asperugo procumbens,2
Mecklenburg-Vorpommern,Asperula arvensis,0
Mecklenburg-Vorpommern,Asperula cynanchica,1
Mecklenburg-Vorpommern,Asperula tinctoria,0
Mecklenburg-Vorpommern,Asplenium ruta-muraria,3
Mecklenburg-Vorpommern,Asplenium septentrionale,1
Mecklenburg-Vorpommern,Asplenium trichomanes,1
Mecklenburg-Vorpommern,Asplenium viride,1
Mecklenburg-Vorpommern,Aster linosyris,1
Mecklenburg-Vorpommern,Aster macrophyllus,R
Mecklenburg-Vorpommern,Astragalus arenarius,1
Mecklenburg-Vorpommern,Astragalus danicus,1
Mecklenburg-Vorpommern,Atriplex calotheca,2
Mecklenburg-Vorpommern,Atriplex glabriuscula,2
Mecklenburg-Vorpommern,Atriplex rosea,0
Mecklenburg-Vorpommern,Avena fatua,2
Mecklenburg-Vorpommern,Avena strigosa,G
Mecklenburg-Vorpommern,Azolla filiculoides,R
Mecklenburg-Vorpommern,Baldellia ranunculoides,1
Mecklenburg-Vorpommern,Ballota nigra ssp. nigra,V
Mecklenburg-Vorpommern,Bassia hirsuta,0
Mecklenburg-Vorpommern,Berberis vulgaris,G
Mecklenburg-Vorpommern,Betonica officinalis,2
Mecklenburg-Vorpommern,Betula humilis,1
Mecklenburg-Vorpommern,Betula nana,0
Mecklenburg-Vorpommern,Blechnum spicant,2
Mecklenburg-Vorpommern,Bistorta officinalis,2
Mecklenburg-Vorpommern,Blysmus compressus,3
Mecklenburg-Vorpommern,Blysmus rufus,2
Mecklenburg-Vorpommern,Botrychium lunaria,2
Mecklenburg-Vorpommern,Botrychium matricariifolium,0
Mecklenburg-Vorpommern,Botrychium multifidum,0
Mecklenburg-Vorpommern,Botrychium simplex,0
Mecklenburg-Vorpommern,Briza media,3
Mecklenburg-Vorpommern,Bromus arvensis,1
Mecklenburg-Vorpommern,Bromus commutatus ssp. commutatus,0
Mecklenburg-Vorpommern,Bromus commutatus ssp. decipiens,1
Mecklenburg-Vorpommern,Bromus racemosus,1
Mecklenburg-Vorpommern,Bromus secalinus,1
Mecklenburg-Vorpommern,Buglossoides arvensis ssp. arvensis,3
Mecklenburg-Vorpommern,Buglossoides arvensis ssp. sibthorpianum,1
Mecklenburg-Vorpommern,Bupleurum tenuissimum,2
Mecklenburg-Vorpommern,Cakile maritima,3
Mecklenburg-Vorpommern,Calamagrostis stricta,3
Mecklenburg-Vorpommern,Caldesia parnassifolia,0
Mecklenburg-Vorpommern,Callitriche hamulata,3
Mecklenburg-Vorpommern,Callitriche hermaphroditica,1
Mecklenburg-Vorpommern,Calluna vulgaris,V
Mecklenburg-Vorpommern,Caltha palustris,V
Mecklenburg-Vorpommern,Camelina alyssum,0
Mecklenburg-Vorpommern,Camelina microcarpa,2
Mecklenburg-Vorpommern,Camelina sativa,0
Mecklenburg-Vorpommern,Campanula bononiensis,1
Mecklenburg-Vorpommern,Campanula cervicaria,0
Mecklenburg-Vorpommern,Campanula glomerata,2
Mecklenburg-Vorpommern,Campanula patula,V
Mecklenburg-Vorpommern,Campanula persicifolia,V
Mecklenburg-Vorpommern,Campanula rapunculus,3
Mecklenburg-Vorpommern,Campanula sibirica,1
Mecklenburg-Vorpommern,Cardamine impatiens,1
Mecklenburg-Vorpommern,Cardamine parviflora,1
Mecklenburg-Vorpommern,Cardamine pratensis,3
Mecklenburg-Vorpommern,Carduus acanthoides,V
Mecklenburg-Vorpommern,Carex appropinquata,2
Mecklenburg-Vorpommern,Carex bohemica,R
Mecklenburg-Vorpommern,Carex buxbaumii,1
Mecklenburg-Vorpommern,Carex caryophyllea,3
Mecklenburg-Vorpommern,Carex cespitosa,3
Mecklenburg-Vorpommern,Carex chordorrhiza,0
Mecklenburg-Vorpommern,Carex davalliana,0
Mecklenburg-Vorpommern,Carex demissa,3
Mecklenburg-Vorpommern,Carex diandra,1
Mecklenburg-Vorpommern,Carex dioica,1
Mecklenburg-Vorpommern,Carex distans,3
Mecklenburg-Vorpommern,Carex disticha,V
Mecklenburg-Vorpommern,Carex echinata,2
Mecklenburg-Vorpommern,Carex elata ssp. omskiana,R
Mecklenburg-Vorpommern,Carex ericetorum,2
Mecklenburg-Vorpommern,Carex extensa,3
Mecklenburg-Vorpommern,Carex flacca,3
Mecklenburg-Vorpommern,Carex flava,1
Mecklenburg-Vorpommern,Carex hartmanii,0
Mecklenburg-Vorpommern,Carex hostiana,1
Mecklenburg-Vorpommern,Carex lasiocarpa,3
Mecklenburg-Vorpommern,Carex lepidocarpa,2
Mecklenburg-Vorpommern,Carex limosa,2
Mecklenburg-Vorpommern,Carex montana,0
Mecklenburg-Vorpommern,Carex nigra,3
Mecklenburg-Vorpommern,Carex panicea,3
Mecklenburg-Vorpommern,Carex pendula,R
Mecklenburg-Vorpommern,Carex praecox,2
Mecklenburg-Vorpommern,Carex pseudobrizoides,R
Mecklenburg-Vorpommern,Carex pulicaris,1
Mecklenburg-Vorpommern,Carex rostrata,V
Mecklenburg-Vorpommern,Carex spicata,V
Mecklenburg-Vorpommern,Carex tomentosa,1
Mecklenburg-Vorpommern,Carex vesicaria,3
Mecklenburg-Vorpommern,Carex viridula,2
Mecklenburg-Vorpommern,Carlina biebersteinii,0
Mecklenburg-Vorpommern,Carlina vulgaris,3
Mecklenburg-Vorpommern,Carum carvi,2
Mecklenburg-Vorpommern,Catabrosa aquatica,2
Mecklenburg-Vorpommern,Centaurea cyanus,V
Mecklenburg-Vorpommern,Centaurea jacea ssp. angustifolia,3
Mecklenburg-Vorpommern,Centaurea jacea ssp. jacea,3
Mecklenburg-Vorpommern,Centaurea nigra,1
Mecklenburg-Vorpommern,Centaurea pseudophrygia,1
Mecklenburg-Vorpommern,Centaurea x subjacea,R
Mecklenburg-Vorpommern,Centaurium erythraea,3
Mecklenburg-Vorpommern,Centaurium littorale,2
Mecklenburg-Vorpommern,Centaurium pulchellum,2
Mecklenburg-Vorpommern,Centunculus minimus,1
Mecklenburg-Vorpommern,Cephalanthera damasonium,2
Mecklenburg-Vorpommern,Cephalanthera longifolia,1
Mecklenburg-Vorpommern,Cephalanthera rubra,1
Mecklenburg-Vorpommern,Cerastium brachypetalum,1
Mecklenburg-Vorpommern,Cerastium dubium,R
Mecklenburg-Vorpommern,Cerastium lucorum,G
Mecklenburg-Vorpommern,Ceterach officinarum,R
Mecklenburg-Vorpommern,Chenopodium bonus-henricus,2
Mecklenburg-Vorpommern,Chenopodium botryodes,1
Mecklenburg-Vorpommern,Chenopodium hybridum,V
Mecklenburg-Vorpommern,Chenopodium murale,2
Mecklenburg-Vorpommern,Chenopodium urbicum,0
Mecklenburg-Vorpommern,Chenopodium vulvaria,0
Mecklenburg-Vorpommern,Chimaphila umbellata,1
Mecklenburg-Vorpommern,Chrysanthemum segetum,2
Mecklenburg-Vorpommern,Cicendia filiformis,0
Mecklenburg-Vorpommern,Cicerbita macrophylla,R
Mecklenburg-Vorpommern,Circaea alpina,V
Mecklenburg-Vorpommern,Cirsium acaule,2
Mecklenburg-Vorpommern,Cirsium rivulare,2
Mecklenburg-Vorpommern,Clinopodium vulgare,V
Mecklenburg-Vorpommern,Cnidium dubium,2
Mecklenburg-Vorpommern,Cochlearia anglica,3
Mecklenburg-Vorpommern,Cochlearia officinalis,1
Mecklenburg-Vorpommern,Colchicum autumnale,R
Mecklenburg-Vorpommern,Consolida regalis,3
Mecklenburg-Vorpommern,Corallorrhiza trifida,1
Mecklenburg-Vorpommern,Coronopus squamatus,2
Mecklenburg-Vorpommern,Corrigiola litoralis,2
Mecklenburg-Vorpommern,Corydalis pumila,R
Mecklenburg-Vorpommern,Corydalis solida,R
Mecklenburg-Vorpommern,Crambe maritima,2
Mecklenburg-Vorpommern,Crepis paludosa,V
Mecklenburg-Vorpommern,Crepis praemorsa,0
Mecklenburg-Vorpommern,Cucubalus baccifer,1
Mecklenburg-Vorpommern,Cuscuta epilinum,0
Mecklenburg-Vorpommern,Cuscuta epithymum,1
Mecklenburg-Vorpommern,Cuscuta lupuliformis,R
Mecklenburg-Vorpommern,Cuscuta trifolii,0
Mecklenburg-Vorpommern,Cynosurus cristatus,3
Mecklenburg-Vorpommern,Cyperus flavescens,0
Mecklenburg-Vorpommern,Cyperus fuscus,2
Mecklenburg-Vorpommern,Cypripedium calceolus,R
Mecklenburg-Vorpommern,Cystopteris fragilis,1
Mecklenburg-Vorpommern,Dactylorhiza x aschersoniana,2
Mecklenburg-Vorpommern,Dactylorhiza curvifolia,1
Mecklenburg-Vorpommern,Dactylorhiza fuchsii,2
Mecklenburg-Vorpommern,Dactylorhiza incarnata ssp. incarnata var. haematodes,1
Mecklenburg-Vorpommern,Dactylorhiza incarnata ssp. incarnata var. incarnata,2
Mecklenburg-Vorpommern,Dactylorhiza incarnata ssp. serotina,2
Mecklenburg-Vorpommern,Dactylorhiza incarnata ssp. ochroleuca,1
Mecklenburg-Vorpommern,Dactylorhiza lapponica,1
Mecklenburg-Vorpommern,Dactylorhiza maculata ssp. elodes,0
Mecklenburg-Vorpommern,Dactylorhiza maculata ssp. maculata,1
Mecklenburg-Vorpommern,Dactylorhiza majalis ssp. brevifolia,1
Mecklenburg-Vorpommern,Dactylorhiza majalis ssp. majalis,2
Mecklenburg-Vorpommern,Dactylorhiza ruthei,1
Mecklenburg-Vorpommern,Danthonia decumbens,V
Mecklenburg-Vorpommern,Daphne mezereum,R
Mecklenburg-Vorpommern,Deschampsia setacea,0
Mecklenburg-Vorpommern,Dianthus arenarius,1
Mecklenburg-Vorpommern,Dianthus armeria,1
Mecklenburg-Vorpommern,Dianthus carthusianorum,3
Mecklenburg-Vorpommern,Dianthus deltoides,3
Mecklenburg-Vorpommern,Dianthus superbus,2
Mecklenburg-Vorpommern,Digitalis grandiflora,1
Mecklenburg-Vorpommern,Diphasiastrum complanatum,1
Mecklenburg-Vorpommern,Diphasiastrum tristachyum,1
Mecklenburg-Vorpommern,Diphasiastrum zeilleri,1
Mecklenburg-Vorpommern,Drosera longifolia,1
Mecklenburg-Vorpommern,Drosera intermedia,1
Mecklenburg-Vorpommern,Drosera rotundifolia,3
Mecklenburg-Vorpommern,Dryopteris cristata,3
Mecklenburg-Vorpommern,Dryopteris expansa,R
Mecklenburg-Vorpommern,Elatine alsinastrum,1
Mecklenburg-Vorpommern,Elatine hydropiper,1
Mecklenburg-Vorpommern,Eleocharis acicularis,2
Mecklenburg-Vorpommern,Eleocharis mamillata,1
Mecklenburg-Vorpommern,Eleocharis multicaulis,0
Mecklenburg-Vorpommern,Eleocharis ovata,0
Mecklenburg-Vorpommern,Eleocharis parvula,2
Mecklenburg-Vorpommern,Eleocharis quinqueflora,2
Mecklenburg-Vorpommern,Eleocharis uniglumis,V
Mecklenburg-Vorpommern,Elodea canadensis,V
Mecklenburg-Vorpommern,Empetrum nigrum,V
Mecklenburg-Vorpommern,Epilobium obscurum,G
Mecklenburg-Vorpommern,Epipactis atrorubens,2
Mecklenburg-Vorpommern,Epipactis distans,1
Mecklenburg-Vorpommern,Epipactis phyllanthes,1
Mecklenburg-Vorpommern,Epipactis leptochila,1
Mecklenburg-Vorpommern,Epipactis palustris,2
Mecklenburg-Vorpommern,Epipactis purpurata,1
Mecklenburg-Vorpommern,Epipogium aphyllum,1
Mecklenburg-Vorpommern,Equisetum ramosissimum,R
Mecklenburg-Vorpommern,Equisetum variegatum,1
Mecklenburg-Vorpommern,Erica tetralix,2
Mecklenburg-Vorpommern,Erigeron acris,V
Mecklenburg-Vorpommern,Eriophorum angustifolium,3
Mecklenburg-Vorpommern,Eriophorum gracile,0
Mecklenburg-Vorpommern,Eriophorum latifolium,2
Mecklenburg-Vorpommern,Eriophorum vaginatum,V
Mecklenburg-Vorpommern,Eryngium campestre,2
Mecklenburg-Vorpommern,Eryngium maritimum,2
Mecklenburg-Vorpommern,Erysimum virgatum,1
Mecklenburg-Vorpommern,Euphorbia exigua,2
Mecklenburg-Vorpommern,Euphorbia palustris,3
Mecklenburg-Vorpommern,Euphorbia x paradoxa,R
Mecklenburg-Vorpommern,Euphrasia micrantha,0
Mecklenburg-Vorpommern,Euphrasia nemorosa,1
Mecklenburg-Vorpommern,Euphrasia officinalis ssp. rostkoviana,1
Mecklenburg-Vorpommern,Euphrasia stricta,2
Mecklenburg-Vorpommern,Festuca filiformis,2
Mecklenburg-Vorpommern,Festuca heterophylla,3
Mecklenburg-Vorpommern,Festuca ovina ssp. ovina,3
Mecklenburg-Vorpommern,Festuca polesica,V
Mecklenburg-Vorpommern,Filago arvensis,V
Mecklenburg-Vorpommern,Filago lutescens,1
Mecklenburg-Vorpommern,Filago minima,3
Mecklenburg-Vorpommern,Filago vulgaris,1
Mecklenburg-Vorpommern,Filipendula vulgaris,3
Mecklenburg-Vorpommern,Fragaria moschata,3
Mecklenburg-Vorpommern,Fragaria viridis,3
Mecklenburg-Vorpommern,Fritillaria meleagris,1
Mecklenburg-Vorpommern,Fumaria officinalis ssp. officinalis,V
Mecklenburg-Vorpommern,Gagea minima,2
Mecklenburg-Vorpommern,Gagea pomeranica,3
Mecklenburg-Vorpommern,Gagea pratensis,V
Mecklenburg-Vorpommern,Gagea villosa,3
Mecklenburg-Vorpommern,Galanthus elwesii,R
Mecklenburg-Vorpommern,Galeopsis ladanum,1
Mecklenburg-Vorpommern,Galeopsis pubescens,2
Mecklenburg-Vorpommern,Galeopsis segetum,2
Mecklenburg-Vorpommern,Galium boreale,2
Mecklenburg-Vorpommern,Galium rotundifolium,1
Mecklenburg-Vorpommern,Galium spurium ssp.,0
Mecklenburg-Vorpommern,Galium spurium ssp.,2
Mecklenburg-Vorpommern,Galium tricornutum,0
Mecklenburg-Vorpommern,Galium uliginosum,V
Mecklenburg-Vorpommern,Genista anglica,1
Mecklenburg-Vorpommern,Genista germanica,1
Mecklenburg-Vorpommern,Genista pilosa,2
Mecklenburg-Vorpommern,Genista tinctoria,2
Mecklenburg-Vorpommern,Gentiana cruciata,1
Mecklenburg-Vorpommern,Gentiana pneumonanthe,1
Mecklenburg-Vorpommern,Gentianella baltica,1
Mecklenburg-Vorpommern,Gentianella uliginosa,1
Mecklenburg-Vorpommern,Geranium columbinum,3
Mecklenburg-Vorpommern,Geranium dissectum,3
Mecklenburg-Vorpommern,Geranium robertianum ssp. maritimum,G
Mecklenburg-Vorpommern,Geranium sanguineum,1
Mecklenburg-Vorpommern,Geranium sylvaticum,0
Mecklenburg-Vorpommern,Geum rivale,V
Mecklenburg-Vorpommern,Goodyera repens,1
Mecklenburg-Vorpommern,Gratiola officinalis,2
Mecklenburg-Vorpommern,Groenlandia densa,0
Mecklenburg-Vorpommern,Gymnadenia conopsea ssp. conopsea,0
Mecklenburg-Vorpommern,Gymnadenia conopsea ssp. densiflora,1
Mecklenburg-Vorpommern,Gymnocarpium robertianum,0
Mecklenburg-Vorpommern,Gypsophila muralis,1
Mecklenburg-Vorpommern,Halimione pedunculata,1
Mecklenburg-Vorpommern,Hammarbya paludosa,1
Mecklenburg-Vorpommern,Helianthemum nummularium,2
Mecklenburg-Vorpommern,Helichrysum arenarium,V
Mecklenburg-Vorpommern,Helictotrichon pratense,2
Mecklenburg-Vorpommern,Helictotrichon pubescens,3
Mecklenburg-Vorpommern,Helleborus foetidus,R
Mecklenburg-Vorpommern,Helleborus viridis,R
Mecklenburg-Vorpommern,Hepatica nobilis,V
Mecklenburg-Vorpommern,Herminium monorchis,1
Mecklenburg-Vorpommern,Herniaria glabra,V
Mecklenburg-Vorpommern,Hieracium aridum,2
Mecklenburg-Vorpommern,Hieracium bauhini ssp. bauhini,1
Mecklenburg-Vorpommern,Hieracium bifidum ssp. caesiiflorum,R
Mecklenburg-Vorpommern,Hieracium bifidum ssp. schwerinense,1
Mecklenburg-Vorpommern,Hieracium brachiatum,2
Mecklenburg-Vorpommern,Hieracium caesium ssp. caesium,R
Mecklenburg-Vorpommern,Hieracium caesium ssp. caesiomurorum,R
Mecklenburg-Vorpommern,Hieracium caesium ssp. zabelianum,R
Mecklenburg-Vorpommern,Hieracium caespitosum ssp. caespitosum,2
Mecklenburg-Vorpommern,Hieracium cinereiforme,1
Mecklenburg-Vorpommern,Hieracium cryptocaesium,1
Mecklenburg-Vorpommern,Hieracium cymosum ssp. cymosum,1
Mecklenburg-Vorpommern,Hieracium cymosum ssp. uplandiae,0
Mecklenburg-Vorpommern,Hieracium diaphanoides ssp. diaphanoides,R
Mecklenburg-Vorpommern,Hieracium diaphanoides ssp. neoornatum,R
Mecklenburg-Vorpommern,Hieracium echioides,2
Mecklenburg-Vorpommern,Hieracium fallax,3
Mecklenburg-Vorpommern,Hieracium flagellare,1
Mecklenburg-Vorpommern,Hieracium fuscocinereum ssp. pycnodon,R
Mecklenburg-Vorpommern,Hieracium fuscocinereum ssp. sagittatum,R
Mecklenburg-Vorpommern,Hieracium glomeratum,1
Mecklenburg-Vorpommern,Hieracium lachenalii ssp. diaphanum,R
Mecklenburg-Vorpommern,Hieracium lactucella,1
Mecklenburg-Vorpommern,Hieracium laevigatum ssp. boraeanum,1
Mecklenburg-Vorpommern,Hieracium laurinum,G
Mecklenburg-Vorpommern,Hieracium longiscapum,0
Mecklenburg-Vorpommern,Hieracium maculatum,1
Mecklenburg-Vorpommern,Hieracium murorum ssp. grandidens,R
Mecklenburg-Vorpommern,Hieracium murorum ssp. marginelliceps,1
Mecklenburg-Vorpommern,Hieracium murorum ssp. pediaeum,R
Mecklenburg-Vorpommern,Hieracium murorum ssp. pellucidum,R
Mecklenburg-Vorpommern,Hieracium murorum ssp. rugianum,R
Mecklenburg-Vorpommern,Hieracium murorum ssp. subnemorense,R
Mecklenburg-Vorpommern,Hieracium piloselloides ssp. obscurum,3
Mecklenburg-Vorpommern,Hieracium piloselloides ssp.,1
Mecklenburg-Vorpommern,Hieracium prussicum,0
Mecklenburg-Vorpommern,Hieracium schultesii,0
Mecklenburg-Vorpommern,Hieracium subramosum ssp. basiliare,R
Mecklenburg-Vorpommern,Hieracium subrigidum,1
Mecklenburg-Vorpommern,Hieracium sulphureum,0
Mecklenburg-Vorpommern,Hieracium umbellatum ssp. eurobalticum,R
Mecklenburg-Vorpommern,Hierochloe hirta ssp. arctica,0
Mecklenburg-Vorpommern,Hierochloe odorata,2
Mecklenburg-Vorpommern,Hippuris vulgaris,2
Mecklenburg-Vorpommern,Holosteum umbellatum,3
Mecklenburg-Vorpommern,Honckenya peploides,V
Mecklenburg-Vorpommern,Hordeum secalinum,2
Mecklenburg-Vorpommern,Huperzia selago,1
Mecklenburg-Vorpommern,Hydrocharis morsus-ranae,V
Mecklenburg-Vorpommern,Hydrocotyle vulgaris,V
Mecklenburg-Vorpommern,Hyoscyamus niger,2
Mecklenburg-Vorpommern,Hypericum hirsutum,1
Mecklenburg-Vorpommern,Hypericum humifusum,V
Mecklenburg-Vorpommern,Hypericum maculatum,3
Mecklenburg-Vorpommern,Hypericum pulchrum,1
Mecklenburg-Vorpommern,Hypochaeris glabra,1
Mecklenburg-Vorpommern,Hypochaeris maculata,1
Mecklenburg-Vorpommern,Illecebrum verticillatum,1
Mecklenburg-Vorpommern,Inula britannica,3
Mecklenburg-Vorpommern,Inula conyza,R
Mecklenburg-Vorpommern,Inula helenium,R
Mecklenburg-Vorpommern,Inula hirta,1
Mecklenburg-Vorpommern,Inula salicina,2
Mecklenburg-Vorpommern,Iris sibirica,1
Mecklenburg-Vorpommern,Isatis tinctoria,R
Mecklenburg-Vorpommern,Isoëtes lacustris,0
Mecklenburg-Vorpommern,Isolepis setacea,2
Mecklenburg-Vorpommern,Jasione montana,V
Mecklenburg-Vorpommern,Juncus acutiflorus,2
Mecklenburg-Vorpommern,Juncus alpinus,2
Mecklenburg-Vorpommern,Juncus anceps,1
Mecklenburg-Vorpommern,Juncus balticus,1
Mecklenburg-Vorpommern,Juncus bulbosus ssp. bulbosus,2
Mecklenburg-Vorpommern,Juncus bulbosus ssp. kochii,1
Mecklenburg-Vorpommern,Juncus capitatus,0
Mecklenburg-Vorpommern,Juncus conglomeratus,V
Mecklenburg-Vorpommern,Juncus filiformis,1
Mecklenburg-Vorpommern,Juncus squarrosus,2
Mecklenburg-Vorpommern,Juncus subnodulosus,3
Mecklenburg-Vorpommern,Juncus tenageia,1
Mecklenburg-Vorpommern,Jurinea cyanoides,1
Mecklenburg-Vorpommern,Kickxia elatine,1
Mecklenburg-Vorpommern,Koeleria glauca,2
Mecklenburg-Vorpommern,Koeleria grandis,1
Mecklenburg-Vorpommern,Koeleria macrantha,3
Mecklenburg-Vorpommern,Koeleria pyramidata,2
Mecklenburg-Vorpommern,Lamium confertum,0
Mecklenburg-Vorpommern,Lamium hybridum,V
Mecklenburg-Vorpommern,Lappula squarrosa,1
Mecklenburg-Vorpommern,Laserpitium prutenicum,2
Mecklenburg-Vorpommern,Lastrea limbosperma,1
Mecklenburg-Vorpommern,Lathyrus japonicus,V
Mecklenburg-Vorpommern,Lathyrus linifolius,V
Mecklenburg-Vorpommern,Lathyrus niger,V
Mecklenburg-Vorpommern,Lathyrus palustris,3
Mecklenburg-Vorpommern,Lathyrus tuberosus,2
Mecklenburg-Vorpommern,Ledum palustre,3
Mecklenburg-Vorpommern,Leersia oryzoides,1
Mecklenburg-Vorpommern,Legousia speculum-veneris,0
Mecklenburg-Vorpommern,Leontodon hispidus,3
Mecklenburg-Vorpommern,Leontodon saxatilis,3
Mecklenburg-Vorpommern,Leonurus cardiaca,3
Mecklenburg-Vorpommern,Leonurus marubiastrum,3
Mecklenburg-Vorpommern,Lepidium latifolium,3
Mecklenburg-Vorpommern,Leucanthemum ircutianum,3
Mecklenburg-Vorpommern,Leucojum vernum,R
Mecklenburg-Vorpommern,Lilium bulbiferum ssp. croceum,1
Mecklenburg-Vorpommern,Lilium martagon,R
Mecklenburg-Vorpommern,Limonium vulgare,2
Mecklenburg-Vorpommern,Limosella aquatica,3
Mecklenburg-Vorpommern,Linaria arvensis,0
Mecklenburg-Vorpommern,Linnaea borealis,1
Mecklenburg-Vorpommern,Linum catharticum,3
Mecklenburg-Vorpommern,Liparis loeselii,2
Mecklenburg-Vorpommern,Listera cordata,1
Mecklenburg-Vorpommern,Lithospermum officinale,2
Mecklenburg-Vorpommern,Littorella uniflora,1
Mecklenburg-Vorpommern,Lobelia dortmanna,0
Mecklenburg-Vorpommern,Lolium remotum,2
Mecklenburg-Vorpommern,Lolium temulentum,0
Mecklenburg-Vorpommern,Lotus corniculatus,V
Mecklenburg-Vorpommern,Lotus tenuis,3
Mecklenburg-Vorpommern,Luronium natans,1
Mecklenburg-Vorpommern,Luzula campestris,V
Mecklenburg-Vorpommern,Luzula congesta,G
Mecklenburg-Vorpommern,Luzula pallidula,0
Mecklenburg-Vorpommern,Lychnis flos-cuculi,3
Mecklenburg-Vorpommern,Lychnis viscaria,2
Mecklenburg-Vorpommern,Lycopodiella inundata,1
Mecklenburg-Vorpommern,Lycopodium annotinum,V
Mecklenburg-Vorpommern,Lycopodium clavatum,1
Mecklenburg-Vorpommern,Lythrum hyssopifolia,0
Mecklenburg-Vorpommern,Malaxis monophyllos,0
Mecklenburg-Vorpommern,Malus sylvestris,3
Mecklenburg-Vorpommern,Malva pusilla,3
Mecklenburg-Vorpommern,Marrubium vulgare,1
Mecklenburg-Vorpommern,Medicago falcata,V
Mecklenburg-Vorpommern,Medicago minima,2
Mecklenburg-Vorpommern,Melampyrum arvense,2
Mecklenburg-Vorpommern,Melampyrum cristatum,1
Mecklenburg-Vorpommern,Melampyrum nemorosum,V
Mecklenburg-Vorpommern,Melilotus altissimus,3
Mecklenburg-Vorpommern,Melilotus dentatus,2
Mecklenburg-Vorpommern,Mentha pulegium,0
Mecklenburg-Vorpommern,Menyanthes trifoliata,3
Mecklenburg-Vorpommern,Minuartia viscosa,0
Mecklenburg-Vorpommern,Misopates orontium,1
Mecklenburg-Vorpommern,Moneses uniflora,1
Mecklenburg-Vorpommern,Montia fontana ssp. amporitana,0
Mecklenburg-Vorpommern,Montia fontana ssp. chondrosperma,2
Mecklenburg-Vorpommern,Myosotis discolor,2
Mecklenburg-Vorpommern,Myosotis sparsiflora,1
Mecklenburg-Vorpommern,Myosotis stricta,V
Mecklenburg-Vorpommern,Myosurus minimus,V
Mecklenburg-Vorpommern,Myrica gale,3
Mecklenburg-Vorpommern,Myriophyllum alterniflorum,2
Mecklenburg-Vorpommern,Myriophyllum spicatum,V
Mecklenburg-Vorpommern,Myriophyllum verticillatum,2
Mecklenburg-Vorpommern,Najas marina ssp.intermedia,2
Mecklenburg-Vorpommern,Najas marina ssp. marina,2
Mecklenburg-Vorpommern,Najas minor,1
Mecklenburg-Vorpommern,Narcissus pseudonarcissus,R
Mecklenburg-Vorpommern,Narcissus poeticus,R
Mecklenburg-Vorpommern,Nardus stricta,3
Mecklenburg-Vorpommern,Nasturtium officinale,R
Mecklenburg-Vorpommern,Neottia nidus-avis,2
Mecklenburg-Vorpommern,Nepeta cataria,1
Mecklenburg-Vorpommern,Neslia paniculata,1
Mecklenburg-Vorpommern,Nigella arvensis,1
Mecklenburg-Vorpommern,Nuphar pumila,1
Mecklenburg-Vorpommern,Nymphoides peltata,1
Mecklenburg-Vorpommern,Odontites litoralis,1
Mecklenburg-Vorpommern,Odontites vernus,2
Mecklenburg-Vorpommern,Odontites vulgaris,3
